arg1,arg2,word,sentence,verb_idx,label
отдельный,самый,атом,123 И представляя мир таким механизмом наука далее раздробляет его на атомы в самом широком смысле слова разрывает целое на части пользуясь по остроумному выражению Бергсона кинематографическим методом 124 ,1 ,0
отдельный,,атом,12 июня ушло знаменательное письмо к Харальду Я начал разрабатывать маленькую теорию которая как ни скромна она быть может прольет некоторый свет на ряд проблем связанных со структурой атомов Думаю вскоре опубликовать короткую статью об этом ,1 ,0
отдельный,,атом,12 С Конечный результат этой цепочки тот же что и в рассмотренной протон-протонной превращение четырех атомов водорода в один атом гелия Так как в этой последовательности участвуют и образуются атомы углерода и азота то ее и называют ,1 ,0
отдельный,который,атом,12 см Что же касается легких атомов у которых электрические заряды ядер меньше то здесь альфа-частица может сохранить большую часть своей энергии уже войдя в самую структуру ядра Это и позволило Резерфорду добиться успеха в его смелых опытах ,1 ,0
углеродный,,атом,13 Можно также сказать потому что химическое отношение углеродных атомов не эквивалентов к атомам водорода или наоборот в обоих случаях неодинаково В противовес мнению Эрленмейера что это предположение настолько ненадежно что нет никакого доказательства против обратного положения я думаю можно привести сказанное мною на стр 521 и 522 этого журнала за 1863 г ,1 ,0
углеродный,,атом,1 3 на рис 6 Масс-спектрометрические измерения показывают что во время отжига с поверхности идет интенсивная термодесорбция 22 но освободившиеся адсорбционные места по-видимому быстро занимаются растворенными атомами диффундирующими из объема При этом десорбция идет из покрытия с постоянной поверхностной концентрацией до тех пор пока поток диффузии из объема равен потоку десорбции с поверхности затем вследствие обеднения объема растворенным кремнием поток диффузии уменьшается а вслед за ним уменьшается и поверхностная концентрация ,1 ,0
содержимый,последующий,атом,13 С содержит два атома углерода и в процессе центробежного разделения происходит изотопное перекрытие Поэтому более выгодно перевести тетрафторэтилен в диоксид углерода имеющем один атом С с последующим выделением из него изотопа ,1 ,0
углеродный,,атом,13 С-ЯМР см табл 3.3 в молекуле исследуемого соединения имеется 27 углеродных атомов Наличие пяти сигналов в области 66 83 м д свидетельствует о наличии пяти гидроксильных групп при С ,1 ,0
углеродный,,атом,14 содержат иминогруппы только у трех атомов фосфора четвертый атом остается трехвалентным Ситуацию не изменяет даже использование большого избытка фенилазида и длительное нагревание реакционной смеси при высокой температуре ,1 ,0
углеродный,,атом,14 что позволяет в хорошем приближении считать поверхностью лишь верхний слой атомов Как правило перечисленные выше неметаллы не реагируют с подложками при комнатной температуре поэтому исследования проводили в широком температурном интервале 300 2000 К а в ряде случаев и при более высоких температурах ,1 ,0
углеродный,,атом,1500 К 22 Геометрическая форма образца длинные узкие ленты у которых на всю рабочую поверхность однородно напыляются атомы практически исключает возможность миграционного ухода кремния при используемых температурах миграционные длины для атомов не превышают сотен ангстрем Остается единственная возможность растворение избытка кремния в объеме подложки с образованием твердого раствора рис 1 С Как подтвердили эксперименты именно так атомы и покидают поверхность ,1 ,0
этот,,атом,15 атомов кремния но все поступающие сверх этого количества атомы отвергаются образовавшимся поверхностным соединением Правда при этом они не уходят в вакуум а поступают в объем подложки но куда именно они деваются не так уж важно главное что на поверхности этих атомов нет ,1 ,0
этот,невыгодный,атом,15 Нельзя отрицать что субъективно все сравнительно короткие моменты жизни атома в мозгах существ сливаются в одну непрерывную жизнь 16 Нельзя отрицать что атому невыгодно существование в космосе несовершенных животных вроде наших обезьян коров волков оленей зайцев крыс и проч А также невыгодно существование несовершенных людей или подобных им существ во вселенной ,2 ,1
этот,,атом,16 Внешняя вихревая зона зона контакта гравитационных полей двух звездных систем в которой возникают возмущения и завихрения 17 К-частицы частицы ядра атома из обломков кольцевого мезонного облака фантастическое 18 Волновой или фотонный луч луч света обладающий одновременно волновыми свойствами и свойствами потока частиц фотонов ,1 ,0
этот,,атом,17а д фиксировалось по одному набору сигналов протонов каликсареновой матрицы и амидных заместителей но по четыре муль-типлета метильных и метиленовых протонов этильных групп у атома фосфора Магнитная неэквивалентность этих протонов обусловлена различным расположением этильных групп в полости кавитанда тогда как остов молекулы остается симметричным ,1 ,0
этот,,атом,17 единственная кислота с нечетным числом атомов углерода после пеларгоновой кислоты имеющая свое собственное имя Кислота не из маргарина ,1 ,0
этот,,атом,1915 Е В Бирон Россия сформулировал правило вторичной периодичности 1921 Н Бор создал теорию строения атомов опирающуюся на периодический закон и периодическую систему элементов Д И Менделеева Им и в наши дни несть числа утвердителям Менделеевской системы ,1 ,0
бедный,,атом,19 Демьян Бедный До атомов добрались Правда 25 ноября 1928 Бедный Д Полн собр соч Т 14 ,2 ,1
бедный,который,атом,1 В дальнейшем было признано более удобным вычислять атомные веса не по отношению к водороду а по отношению к кислороду вес атома которого принимается за 16 единиц В последние годы в связи с открытием двух изотопов кислорода возникло различие между двумя пониманиями этой основной цифры химическим и физическим ,1 ,0
бедный,,атом,1 Далее предварительные данные полученные нами совместно с Д И Кочубеем и сотр показывают что при содержании металла в приготовленном из линейного олигомера катализаторе 0 3 координационное число металла равно 2 Во второй координационной сфере находятся ионы меди на среднем расстоянии 3 4 Е Это указывает на сравнительно слабую изогнутость ме-таллосилоксановой цепочки и отсутствие взаимодействия ионов металла с атомами кислорода удаленных фрагментов олигомера Таким образом в катализаторе основанном на линейных полиметаллоорганосилоксан ,1 ,0
бедный,,атом,1 Диамагнетизм от греч расхождение это свойство вещества намагничиваться навстречу действующему на него магнитному полю При внесении в поле вещества электроны его атомов в силу закона электромагнитной индукции приобретают добавочное круговое движение Магнитное поле этих круговых токов согласно правилу Ленца направлено противоположно полю внешнему ,1 ,0
бедный,,атом,1 Н показывают эквивалентность протонов всех четырех бензольных ядер и неэквивалентность протонов фосфоциновых циклов которая выражается в удвоении сигналов протонов амидных групп у атомов фосфора радикалов и межъядерных мостиков в каликсареновой матрице Такие спектры ЯМР ,1 ,0
бедный,повышенный,атом,2 3 7 Показана возможность формирования гипервалентных конфигураций с трех двух пятикоординированными атомами 3 2 или 2 5 участвующими в образовании мостиков и Целью данной работы является исследование свойств дефектов включающих атомы с повышенными координационными числами в оксидных стеклообразователях с помощью квантовохимических расчетов моделирование их геометрического строения и электронной структуры определение их влияния на свойства стекол включая электронные и колебательные спектры выяснение участия гипервалентных конфигураций в механизмах переключения связей в процессах атомного транспорта и трансформации непрерывной неупорядоченной сетки стекла и т д Методика расчетов ,1 ,0
бедный,,атом,23 и вклад в Оже-сигнал который могли бы вносить атомы кремния растворенные в приповерхностной области заведомо меньше погрешности эксперимента Для определения абсолютной концентрации кремния в ПСил атомы напыляли на поверхность вольфрамовой ленты потоком абсолютно откалибро-ванным с помощью кварцевых микровесов Оказалось что ,1 ,0
бедный,,атом,29 Ц ентральная часть атома 30 Множитель в алгебраическом выражении ,1 ,0
бедный,,атом,2 3 рис 4 Конкуренция за координацию на катионном активном центре 3 атома водорода и 3 ,1 ,0
ненасыщенный,,атом,2 с образцами МАО ТЕМПО позволяет полагать что ЛКЦ 1 по-видимому представляют собой координационно ненасыщенные атомы алюминия в окружении Ме 2 ,1 ,0
ненасыщенный,,атом,2 2 количество атомов алюминия обладающих льюисовской кислотностью максимально Наиболее сильные ЛКЦ 2212 см ,1 ,0
ненасыщенный,больший,атом,2 В большей части случаев нет достаточно данных для определения рациональной формулы эфирных масл 3 Весьма вероятно что соединение эфирных масл с водою и хлороводородом происходит с разложением этих последних и образованием органической группы атомов с большим содержанием водорода и что водные соединения этих масл аналогичны с хлороводородными 4 Говоря строго явления горения не могут составлять особого отдела в ряду явлений химического соединения вообще ,1 ,0
ненасыщенный,,атом,2 Д И Менделеев разместил элементы в порядке возрастания их атомных весов Но в середине прошлого века ученые считали что могут существовать элементы и с атомными весами меньшими чем у водорода лишь после того как было установлено что место элемента в периодической таблице определяется числом положительных зарядов ядра атома и числом электронов стало ясно что только водород у которого только один электрон и может быть первым элементом периодической системы 3 В 1883 году русский революционер и ученый узник Шлиссельбургской крепости Н А Морозов на основе сравнения элементов Периодической системы Д И Менделеева и свойств органических веществ пришел к выводу о существовании элементов нулевой ныне восьмой группы и вычислил для них возможные атомные веса ,1 ,0
тот,,атом,2 каждой из аминокислот присоединяется к одному и тому же атому углерода С К этому же атому С присоединится и одна из многих возможных боковых групп образуя ту или иную аминокислоту рис 12.3 Из этого рисунка видно что все они за исключением пролина имеют одинаковую основу и отличаются только строением боковой группы ,1 ,0
тот,поверхностный,атом,2 Наличие атомов кремния растворенных в объеме металла изменяет кинетику термодесорбции Если отжигать такую систему при 1500 1800 К то даже при незначительных количествах растворенных атомов поверхностное покрытие некоторое время остается постоянным и временная затяжка тем значительней чем больше общая растворенная доза атомов сравни кривые ,1 ,0
тот,,атом,2 он обращается практически в ноль свидетельствуя об отсутствии атомов на поверхности Обращает на себя внимание то что Оже-сигнал кремния особенно на начальном участке кривой напыления растет заметно медленнее чем при аналогичном напылении на чистый Это значит что лишь некоторая доля атомов поступивших на поверхность остается в адслое ,1 ,0
периферический,,атом,2 происходит по периферическому атому азота фталоцианинового кольца координация по атому металла сильно затруднена по пространственным причинам с образованием аниона А аналогичного аниону карбаминовой кислоты который затем реагирует с эпоксидом как нуклеофил ,1 ,0
немостиковый,,атом,2 это двух или трехкоординиро-ванные атомы кремния 2 3 или немостиковый атом кислорода О 1 а также заряженные дефекты типа 3 ,1 ,0
немостиковый,,атом,31 Р атомами серы а необычно сильная зависимость 8 Р ,1 ,0
немостиковый,,атом,32 Смещение химического сдвига координированного атома фосфора в более слабое поле по сравнению с таковым в соответствующем биядерном комплексе 29 ,1 ,0
немостиковый,биполярный,атом,35 Репагулярное исчисление в биполярной математике занимающееся решением направлений в моментах перехода репагулюма из одного состояния в другое от одного знака к другому фантастическое 36 Нуклеон центральное ядрышко внутри мезонного кольца в ядре атома 37 Биполярная математика математика основанная на диалектической логике с двусторонним анализом и решением фантастическое ,1 ,0
немостиковый,,атом,35 с с момента рождения Вселенной и что таким образом в нашей Вселенной как бы существует очень точная подгонка числовых значений мировых констант обусловливающих необходимые значения для существования ядер атомов звезд и галактик Возникновение и существование такой ситуации не ясно ,1 ,0
немостиковый,,атом,39 Индийский ученый Раман Чапдрасекара Венката профессор Калькуттского университета известный физик открывший в 1928 г явление поглощения лучей колеблющимися атомами в молекуле 40 ,1 ,0
немостиковый,,атом,3 сверхструктурой типа т е с перераспределением атомов лития и никеля в чередующихся плоскостях типа 111 и реализуется в областях с повышенным содержанием никеля по сравнению со средним макроскопическим составом Штарковская структура спектра и кинетика затухания фотолюминесценции ионов в псевдоаморфных пленках ,1 ,0
немостиковый,,атом,3 0 75 упорядоченного монослоя атомов О сверху 7 3 ,1 ,0
немостиковый,,атом,3 за счет 1 2 миграции атома фтора Однако когда спустя 3 года спектр ,1 ,0
нейтральный,,атом,3 Оказывается за это время большая часть энергии электронов уйдет в тормозное излучение Поэтому сейчас изыскиваются более эффективные способы подвода энергии к ионам 4 Это может быть или высокочастотный нагрев или инжекция быстрых нейтральных атомов дейтерия или диссипация магнитоакустических волн 5 Все эти методы нагрева ионов конечно значительно усложняют конструкцию реакторов типа Токамак Из выражения для ,1 ,0
нейтральный,,атом,3 Опыты описанные ниже предназначались для проверки гипотезы Сузерлэнда которая объясняет магнитное действие вращающейся материи тем что в каждом нейтральном атоме центры тяжестей его разноименных зарядов не совпадают и так сдвинуты друг относительно друга что центры отрицательных зарядов описывают большие пути чем центры положительных таким образом возникающее магнитное поле является результатом разности конвекционных действий отрицательных и положительных зарядов вращающейся материи Как на физическую причину обусловливающую взаимное смещение зарядов в атомах Сузерлэнд указал на гравитационные силы и не входя в рассмотрение механизма явления он выдвинул гипотезу что атомы гравитирующей массы представляют собой электрические диполи моменты которых совпадают с направлением силы тяжести В отличие от этой гипотезы Сузерлэнда с одинаковым успехом можно принять другое предположение а именно что взаимное сдвижение зарядов в атомах происходит не под влиянием гравитационных сил а под влиянием центробежных ускорений возникающих в вращающейся массе и выдвинуть гипотезу что отрицательные заряды атома смещаются в направлении перпендикулярном к оси вращения ,1 ,0
нейтральный,,атом,3 отщепление одной или ступенчато нескольких молекул воды от фрагментов боковых цепей или осколочных ионов ядер В ряде случаев процессы 2 и 3 сопровождаются дополнительным отщеплением метильного заместителя и перегруппировкой атомов водорода Полный ионный ток делится на две части ионы в области молекулярного иона и ионы в области фрагментов боковых цепей ,1 ,0
нейтральный,,атом,3 соответствует 204 отщепление от фрагмента молекулы воды и атома водорода 334 отщепление от ,1 ,0
свой,общий,атом,4 Кроме того наличие границ островков чистой подложки и кислорода на поверхностных дефектах без химических связей с атомами подложки приводит для электронов на границе этих островков как бы к поднятию уровня вакуума со стороны атомов О изгибу зоны Это обусловлено тем что физически адсорбированный кислород связанный с подложкой не химической поляризационной связью можно рассматривать как слой изолированных атомов не имеющий с и своими атомами общей электронной системы ,1 ,0
свой,,атом,4 Кто и когда впервые объяснил особенности и порядок расположения элементов в периодической системе на основе электронной модели атома 5 ,1 ,0
свой,,атом,4 К энергия электромагнитного притяжения ядра и электрона стала больше энергии фотонов и тогда начали образовываться атомы Фотоны перестали взаимодействовать с веществом как говорят космологи Вселенная стала прозрачной ,1 ,0
свой,поверхностный,атом,50 100 150 200 250 300 Время напыления кремния с Рис 8 Напыление атомов на поверхностный сульфид на 100 при 1300 К напыление на чистую поверхность вольфрама ,1 ,0
свой,,атом,50 связанных с кислородными колебаниями в иттрийсодержащих и безиттриевых твердых растворах с различиями в их кинетике окисления Химическое состояние атомов углерода на поверхности наноалмазных частиц Проведено изучение химического состояния атомов углерода на поверхности наноалмазных частиц методом электронной Оже-спектроскопии ,1 ,0
нейтральный,,атом,5 электронов в нейтральном атоме возможно образование положительного иона с локализованными ,1 ,0
христов,,атом,74 Кант отражает здесь в философском сознании основной грех протестантизма его антицерковный индивидуализм рассыпающий человечество единое тело Христово на атомы Канта породил Лютер и другие реформаторы когда они личную волю и личное сознание противопоставили церкви и отвергли реальность сверхиндивидуального единства человечества ,2 ,1
отдельный,,атом,800 А Теоретически электронный микроскоп позволяет разглядеть объекты размером до 0 02 А то есть в 50 раз меньше атома Означает ли это что мы можем таким способом рассмотреть отдельный атом ,1 ,0
отдельный,весь,атом,80 а это число атомов во всей Вселенной такой как она представляется современным астрономам ,1 ,0
каждый,,атом,83 с двумя атомами меди Каждый атом меди координируется с двумя кислородами фенольных групп и двумя азотами иминных групп двух разных лигандов рис 3 ,1 ,0
каждый,,атом,8 м элементарные частицы ядра атомы молекулы макромир макромолекулы кристаллы жидкости газы живые организмы человек объекты техники т е макротела и мегамир планеты звезды галактики Понятно что границы микро и макромира подвижны и не существует отдельного микромира и отдельного макромира ,1 ,0
различный,,атом,9 Образование этилена и окиси этилидена альдегида могло бы быть объяснено потерею атомов водорода принадлежащих в алкоголе различным атомам углерода Как бы там ни было несомненно что в состав янтарной кислоты входит настоящий этилен и в согласии с идеями Кекуле относительно химического строения этилена рациональная формула этой кислоты будет ,1 ,0
различный,,атом,Ага Я понял атомы марганца и цинка проявляя свою обычную степень окисления в качестве металлов 2+ легко теряют электроны внешнего слоя в то время как для хрома 3+ и меди 2+ этот процесс затрагивает электроны более устойчивого предыдущего слоя Отсюда пониженная активность этих металлов ,1 ,0
различный,,атом,параметр обменной энергии число некомпенсированных спинов на атом А ,1 ,0
различный,,атом,1.5 модель с четырьмя атомами марганца в элементарной ячейке предсказывает наблюдаемое экспериментально чередование магнитных фаз с ростом легирования 1 Для значений и рассмотренная модель допускает существование не наблюдавшейся ранее коллинеарной фазы Новый тип доменных стенок доменные стенки порождаемые фрустрациями в многослойных магнитных наноструктурах ,1 ,0
различный,,атом,Из значений полимер можно найти средний квадрат смещения атомов ,1 ,0
различный,,атом,и значит уменьшенный маленький Гонорий признает далее вслед за Исидором Севильским что пределом всякой вещи является час Нога 31 Такого рода атомизация времени восходящая к Лукрецию связана с пониманием его в качестве реальности одного рода с вещами средневековые авторы уподобляли атомы времени атомам тела и атомам числа сравнение течения времени с течением воды не было для них как для нас простой метафорой Но основные временные категории средневековья год сезон месяц день а не час и тем более не минута ,2 ,1
различный,потенциальный,атом,масса электрона Е полная энергия электрона в атоме его потенциальная энергия которая показывает с какой силой притягивался бы электрон к ядру если бы он был частицей и находился от него на расстоянии х Но нам по-прежнему неясен смысл волновой функции ,1 ,0
различный,,атом,Н В нашей аналогии кислотный остаток ион хлора играет роль поверхности металла атом водорода из НС1 роль адсорбированного атома С а атакующий натрий роль напыляемого атома Мы видим что аналогия очень близкая кислотный остаток остается неизменным а водород замещается натрием так же как адсорбированный углерод замещается кремнием на неизменной поверхности вольфрама или молибдена ,1 ,0
различный,,атом,количество у-й составляющей атома или иона в подрешетке ,1 ,0
который,,атом,атомов из которых п ,2 ,1
углеродный,зелёный,атом,содержат набор из восьми ЖК и около 20 приходится на неидентифицированные жирные кислоты с числом углеродных атомов больше 18 В ОЛ зеленой фитомассы всех образцов набор жирных кислот более многообразен от 10 у ,1 ,0
углеродный,,атом,8 Однако на фоне ярко выраженных стерических и электростатических эффектов вынуждающих эти атомы сблизиться крайне трудно выделить дополнительные стягивающие силы Анализ имеющихся рентгеноструктурных данных показывает что атом Р ,1 ,0
