arg1,arg2,word,sentence,verb_idx,label
яхонтовый,,алмаз,18 1 эВ может отвечать одноэлектронной внешней конфигурации Пример графита и алмаза наглядно показывает что разные модификации вещества могут отличаться не только расположением атомов в кристаллической решетке но и различным электронным состоянием атомов Однако такая корреляция реализуется не всегда ,1 ,0
донский,,алмаз,18 и 19 января опять выходили в море для той же Цели Кроме Жемчуга миноносцев и транспортов оставшихся на месте снялись с якоря пятнадцать кораблей Суворов Александр Ш Бородино Орел Ослябя Наварин Сисой Великий Нахимов Аврора Донской Алмаз Светлана Урал Терек и Кубань Последние четыре судна не принимали участия в стрельбе а удалялись от нас на горизонт выполняя роль сторожевой службы ,2 ,0
донский,,алмаз,19.00 0.00 Обозрение Информационный канал 20.30 Небо в алмазах Фильм ,2 ,0
донский,,алмаз,1999 г 40 лет со дня создания Ботуобинской экспедиции 1999 г 50 лет со дня создания Амакинской экспедиции 2000 г За пятьдесят лет трудом геологов создана надежная минерально-сырьевая база страны Кроме месторождений алмазов на территории Республики Саха Якутия открыты и разведаны уникальное редкометальное месторождение Томтор Северо-Нелбинское и Маччобинское нефтегазовые месторождения ,1 ,0
донский,,алмаз,19 января в Смоленске прошла встреча российских производителей бриллиантов организованная региональной ассоциацией Смоленские бриллианты На ней присутствовали председатель Роскомдрагмета Евгений Бычков вице-президент компании Алмазы России Саха Лев Сафонов генеральный директор внешнеторгового предприятия Алмазювелирэкспорт Валерий Борисоглебский а также около ста крупных руководителей и специалистов Собравшиеся попытались осмыслить пятилетний опыт создания многоукладной гранильной отрасли и оценить перспективы развития российс ,2 ,0
ювелирный,бокситовый,алмаз,1 Без участия в международной торговле Россия оказалась бы практически полностью лишена О красного дерева и натурального каучука Н сахара и листового чая Р конопляного и подсолнечного масла З золота и ювелирных алмазов Л бокситов и железной руды 2 Какая из современных российских компаний была основана и получила широкую известность под другим названием еще в дореволюционный период до 1917 г ,1 ,0
удивительный,промышленный,алмаз,1 Как королю стать рабочим Если бы США отказались от импорта и ограничили у себя потребление алмазов промышленный потенциал страны за очень короткий срок уменьшился бы вдвое так в 1957 году отметил роль алмазов в промышленности американец Леон Девис За истекшие годы их значение еще больше возросло и нет ничего удивительного что из 4 т алмазов поступающих ежегодно на международный рынок лишь несколько десятков кристаллов идут на ювелирную обработку ,1 ,0
хороший,персидский,алмаз,1 Мулла не только священник но всякий грамотный ученый Нур значит свет и встречается очень часто в сложности мусульманских имен например Дарья-Нур Море света прозвище лучшего алмаза персидского шаха Нур-джан Свет души Нур-эддин Свет веры Нур-магаль Свет области а не Свет гарема как назвал ошибочно Томас Мур героиню прелестной поэмы своей Наram ,2 ,0
хороший,,алмаз,1 Стеклянный блеск свойственный минералам с 1 3 1 9 Сюда принадлежат лед 1 309 криолит 1 34 1 36 флюорит 1 43 кварц 1 544 далее следуют многочисленные галоидные соединения карбонаты сульфаты силикаты и другие кислородные соли заканчивается этот ряд такими минералами как шпинель 1 73 корунд 1 77 и гранаты до 1 84 2 Алмазный блеск характерный для минералов с 1 9 2 6 В качестве примеров сюда следует отнести циркон 1 92 1 96 касситерит 1 99 2 09 самородную серу с алмазным блеском на плоскостях граней 2 04 сфалерит 2 3 2 4 алмаз 2 40 2 46 рутил 2 62 часто обладающий полуметаллическим блеском свойственным густоокрашенным разностям 3 Полуметаллический блеск прозрачных и полупрозрачных минералов с показателями преломления для 2 6 3 0 Примеры алабандин 2 70 куприт 2 85 киноварь 2 91 гематит 3 01 ,1 ,0
хороший,,алмаз,23 АВГУСТА В состав оргкомитета вошла генеральный директор ЗАО Алмаз М Д Переверзева Сформирована программа Конгресса руководителей печатных СМИ ,1 ,0
хороший,,алмаз,26.04 29.04 Самоцветы и алмазы России Специализированная выставка ,2 ,0
хороший,,алмаз,26 июня Местный помещик Алмазов во главе толпы крестьян численностью около 300 человек силой снимал в соседних экономиях рабочих заставлял помещиков подписывать приговоры об отказе в пользу крестьян от земли и выселял помещиков из имений Алмазов и несколько подстрекателей арестованы ,1 ,0
хороший,цветной,алмаз,27 был в широком одеянии из золотой парчи унизанном жемчугами сияющем алмазами и цветными дорогими камнями и в красных бархатных сапогах 27 ,2 ,0
хороший,,алмаз,28 июня состоялось первое собрание акционеров концерна ПВО Алмаз Антей созданного указом Президента РФ На собрании избран новый состав совета директоров концерна ПВО Алмаз Антей и утвержден устав концерна В состав совета директоров вошли 10 человек ,1 ,0
хороший,лазерный,алмаз,2 лазер на жидких компонентах разработанный в дочернем предприятии НПО Алмаз Лазерные системы передачи энергии ЛСПЭ являются весьма перспективными для решения различных задач ,1 ,0
хороший,который,алмаз,2 На одном из экспериментальных участков под посадкой саликорнии в Индии Алмазы в метеоритах Как сообщили ученые Чикагского университета микроскопические частицы алмазов которые по возрасту оказались старше планет Солнечной системы и самого Солнца были обнаружены на некоторых метеоритах ,1 ,0
хороший,наш,алмаз,3 5 тысячи радаров поставлены только Концерном ПВО Алмаз А всего наша страна поставила 10 тысяч радаров ,1 ,0
хороший,,алмаз,3 Удивительные грани возможностей Инструменту из алмаза и эльбора была посвящена большая часть экспозиции выставки Алмаз 75 Но один из дипломов выставки получила разработка использующая алмаз для отвода тепла от полупроводниковых элементов ,1 ,0
кристаллический,,алмаз,46 Алмаз кристаллическая прозрачная разновидность углерода Таков же состав прозрачного листоватого графита и черного угля антрацита ,1 ,0
кристаллический,,алмаз,4 р БАКЛАЖАН Алмаз Альбатрос Универсал 1 5 р Астраком Длинный фиолетовый Лебединый Сиреневый ,2 ,0
кристаллический,годный,алмаз,50 Бортом в практике называют мелкие неправильные кристаллики алмазов не годные для огранки Ими пользуются для насадки в холодном виде на буровые коронки и разного рода инструменты резцы для гравировки алмазы для резания стекла и т д ,2 ,0
кристаллический,,алмаз,50 лет назад 23 января 1960 года Жак Пикар швейцарский инженер-исследователь и изобретатель и Дон Уолш лейтенант ВМС США в батискафе Триест совершили предельное по глубине погружение достигнув глубочайшей точки Мирового океана располагающейся на глубине 10 911 метров дна так называемой Бездны Челленджера участка тихоокеанской Марианской впадины 105 лет назад в 1905 году в британской южноафриканской колонии Трансвааль ныне провинция ЮАР в трубке Новый премьер на глубине 9 метров был найден алмаз Куллинан весом 3106 каратов 621 грамм самый крупный из когда-либо попадавшихся в руки человека и названный в честь сэра Томаса Куллинана первооткрывателя поразившего мир месторождения 65 лет назад 27 февраля 1945 года Красная Армия освободила узников Освенцима одного из самых крупных и самых страшных гитлеровских лагерей смерти ,2 ,0
кристаллический,бывший,алмаз,514 Незадолго до этого торжества жене успели сделать колье из бухарских бриллиантов и алмазов бывших в трех звездах полученных мною в 1899 1903 и 1907 годах В состав колье вошли бриллиант в 3 5 8 карата 22 бриллианта в 21 карат и 29 роз в 12 1 4 карат в двух звездах оказалось около полфунта золота которым почти покрылась стоимость работы колье последнее тогда ценилось около 5000 рублей ,2 ,0
кристаллический,который,алмаз,54 миллиарда лет Без преувеличения можно сказать что мы живем в мире ложных равновесий большинство из окружающих нас веществ термодинамически неустойчиво но не претерпевает превращений из-за химического трения препятствий лежащих на пути соответствующих химических процессов как например алмаз который сам по себе не превращается в графит Но почему же тогда системы находящиеся в ложном равновесии вдруг становятся способными реагировать ,1 ,0
драгоценный,,алмаз,58 Сабля эта осыпанная драгоценными алмазами была пожалована ее отцу императрицей Екатериной во время каруселя Письмо графини Орловой было доставлено Милорадовичу чрез адъютанта его Окулова Милорадович в присутствии своего штаба несколько раз спрашивал у Окулова Что говорила графиня передавая тебе письмо и к крайнему прискорбию своему получал несколько раз в ответ Ничего ,2 ,0
драгоценный,денежный,алмаз,61 По одержанной совершенной победе над шведами генералом к Голицыным Государь вознамерился пожаловать его деревнями но он от сего отрекся вместо которых дана была ему шпага с алмазами и денежное награждение Получа князь Голицын деньги купил на оныя шапки теплыя коты и фуфайки и во время жестокия зимы роздал в походе бывшим с ним солдатам ,2 ,0
драгоценный,,алмаз,6 Действие полярных веществ зависит не от химических причин 7 Должно ожидать что со временем будет найден способ искусственного приготовления алмаза 8 Между разрядом металлов и тел не-металлических не существует естественной границы ,1 ,0
безумный,,алмаз,8 В Демоне Врубеля скажем уже нет геометрических инструментов геометрическим стал его мир его взгляд эти безумные алмазы уставившиеся на нас так видит герой Ады чудный портрет отца работы Врубеля 9 ,3 ,1
безумный,,алмаз,9 10 См также Алмазов А История С 438 ,1 ,0
безумный,,алмаз,97 алмазов добывается из кимберлитовых трубок и только 3 из аллювиальных и прибрежно-морских россыпей Почти половину российской добычи дает трубка Удачная на которой высокое содержание алмазов сочетается с их хорошим качеством Эксплуатация трубки ведется экономичным открытым способом ,1 ,0
безумный,оконный,алмаз,привел он два стиха из собственной песенки которую однажды в минуту раздумья о женском коварстве вырезал острием алмаза на оконном стекле в замке Шамбор Леонардо отошел в сторону делая вид что хочет передвинуть постав с другою картиною поближе к свету ,4 ,0
австралийский,,алмаз,предприняла попытку установить контроль над месторождением В случае успеха она могла бы в значительной степени контролировать огромный поток австралийских алмазов идущих для огранки в Индию а затем в виде бриллиантов направляющихся в основном на рынок США Кроме того отказавшись под предлогом неблагоприятных экономических политических и юридических условий участвовать в освоении Ломоносовского месторождения в России корпорация сохраняет значительную долю в более перспективном российском месторождении им Гриба ,2 ,0
австралийский,средний,алмаз,В результате очистки сохраненного материала были получены агломераты содержащие поликристаллы алмаза Средний размер поликристаллов алмаза в агломератах составляет около 1 2 ,1 ,0
родительский,,алмаз,с драгоценностями во всех возможных родах бронзовые статуэтки с великих произведений древности бесподобной работы произведения из слоновой кости кубки статуэтки Падение ангелов 85 фигур выполненные из целого куска голландский фрегат где паруса тонкие и прозрачные как настоящее полотно имеют еще герб царствующего дома мозаика эмали литерные вещи вырезанные на жемчуге поражают отчетливостью исполнения тонкостью и трудною работой зала посуды золотой серебряной яшмовой холцедонной и проч и проч зала алмазов наконец зала резчика Д иатлингера где покажут вам в маленьких золотых и эмалевых фигурках двор Великого Магола в ту минуту как он принимает подарки от своих подданных ,2 ,0
крупный,кимберлитовый,алмаз,Алроса Дубна первые испытания Как сообщила недавно пресс-служба Российской корпорации нанотехнологий сейчас компания Нейтронные технологии по заказу АК Алроса разработала методику позволяющую находить крупные алмазы в кимберлитовой породе без ее разрушения Для демонстрации возможности нахождения алмазов с помощью технологии быстрых меченых нейтронов говорится в сообщении АЛРОСА передала 50 килограммов образцов кимберлита а также ряд имитаторов алмазов ,1 ,0
крупный,средний,алмаз,В результате очистки сохраненного материала были получены агломераты содержащие поликристаллы алмаза Средний размер поликристаллов алмаза в агломератах составляет около 1 2 ,1 ,0
крупный,,алмаз,А алмазного дерева здесь случайно нет с надеждой спросил шпион Дырка Чтобы нарвать с него алмазов и больше никогда в жизни не работать Можно подумать вы когда-нибудь работали засмеялся Самоделкин ,3 ,1
крупный,,алмаз,А алмаз оказался тканеподобным материалом то есть ионизировался так же как и органическая ткань Значит достаточно замерить степень ионизации алмаза как мы будем иметь точное представление о степени поражения ткани Алмаз оказался достойным соперником германию и кремнию не только в радиационном приборостроении но и в их исконной вотчине в электронике ,1 ,0
крупный,,алмаз,А анонимный индус составитель книги о происхождении и целебных свойствах камней в веке писал об алмазах и вовсе смешные вещи Они растут вместе мужские и женские питаются небесной росой и производят на свет маленьких детей которые множатся и растут Если собрать их с небольшими кусками породы и смочить майской росой то алмазы будут расти Причем из этой же книги следует что индус знал прекрасно что алмазы ка ,1 ,0
крупный,точный,алмаз,Абразивы обработка металлов точное приборостроение и часовое дело бурение горных пород ни дня ни часу не обойтись здесь без алмазов В точных часовых механизмах и приборах они выполняют роль опор и подшипников для вращающихся осей благодаря исключительной твердости алмаза трение в таких подшипниках ничтожно Значит меньше износ частей а следовательно прибор или часовой механизм работают долго надежно точно ,1 ,0
крупный,,алмаз,А бриллианты среди наших камней имеются спросил Функельштейн Бриллиантами называются ограненные алмазы а алмазов здесь нет и едва ли они могут быть разве в отдельных и мелких экземплярах так как встречаются вообще при других геологических условиях Эта парочка аметистов заметил Путилин была бы недурна в виде серег в женских ушах ,2 ,0
крупный,,алмаз,А в газете писали покраснел Коля Алмазы и бриллианты какой-то жулик на юге держал в бочке с капустой на дне А рифма хорошая ,2 ,0
такой,меньший,алмаз,А ведь чудо не только в том что в течение нескольких лет понаделали гору алмазов Не меньшее чудо и в том что в течение тех же нескольких лет удалось эту гору пустить в дело использовать в самых различных отраслях промышленности которые до того практически не знали что такое алмазы и с чем их едят и как-то ведь обходились без них А теперь не обходятся не хотят обходиться ,3 ,1
такой,,алмаз,А в конце пятидесятых годов геологи в якутской тайге близ Вилюя нашли алмазоносные кимберлитовые трубки сначала трубку Мир потом Айхал и Удачная Открытие алмазов преобразило хозяйство Якутии Построены города алмазодобытчиков Мирный Айхал и Удачная в глухой тайге проложена автомобильная дорога из Мирного к берегам Лены а конечный пункт этого шоссе глухой поселок Мухтуя стал современным городом Ленском ,1 ,0
блестящий,,алмаз,А вообще все просто Кто-то когда-то несколько раз в птичьем зобу находил корунд или кварц или что-то блестящее может и алмаз почему нет С тех пор и существует поверье об алмазах как особой пище соколов ,1 ,0
блестящий,,алмаз,А вот сейчас подсчеты американских специалистов показывают что если из промышленности США изъять все алмазные инструменты промышленный потенциал страны снизится вдвое Ведь алмазы это не только сверкающие ожерелья и фамильные драгоценности Это самое высокопроизводительное алмазное бурение алмазные пилы резцы я карандаши фильтры для вытягивания тончайшей проволоки лучший абразив полировальная паста полупроводники ,2 ,0
блестящий,меньший,алмаз,А вот этот для Сандры послышался крик Леа из ямы Она нашла второй алмаз меньший чем у Флайяно но какой-то особой чистоты усиливающей слепящую светоносность кристалла с черешню величиной Давайте сюда протянул руку Флайяно ,2 ,0
блестящий,,алмаз,А в проект нынешнего бюджета заложено поступление кредитов в размере 25 миллиардов в долларовом исчислении 80 процентов валютной выручки страна получает от продажи российских товаров энергоносителей древесины золота платины алмазов и т п Под эти ресурсы взяты и новые кредиты Нам россиянам надоело расплачиваться за безрукость и авантюры центра тем более что правительство республики узнает о распродаже недр из зарубежных газет ,1 ,0
блестящий,,алмаз,А в театре конечно труднее В провинциальных театральных коллективах она была ну ну как алмаз Но ей редко попадались хорошие роли ,4 ,0
блестящий,наш,алмаз,Автоцентр на Подлесной новый уникальный по архитектуре торговый комплекс на месте бывшего Дома быта Алмаз Наша компания одна из немногих кто все ,1 ,0
блестящий,индийский,алмаз,А главное все своими силами Так или почти так была создана фильма Алмаз Индийского Храма Получилось совсем как в Америке ,3 ,1
блестящий,,алмаз,агрегатов Приведенный далеко не полный перечень техники применяемой при разработке алмазов золота и др драгоценных металлов свидетельствуют о широком разнообразии механического оборудования карьеров приисков и подземных рудников табл 1 ,1 ,0
блестящий,,алмаз,ада далеко разливал свет Оклад осыпан был яхонтами и алмазами Здорово хлопцы сказал кошевой не трогаясь с места что вам сказал батько наш поп Михайло ,2 ,0
блестящий,,алмаз,А дальше Гришин- Алмазов говорил мне что мы присоединили к Добровольческой армии Одессу Население ее кажется превышает численность всей Добровольческой армии ,1 ,0
блестящий,,алмаз,А драгоценному камню дали название Принцесса Кармо Это третий по величине алмаз из найденных когда-либо в Бразилии Находка вызвала сенсацию алмазная лихорадка охватила ве ,2 ,0
блестящий,тайный,алмаз,А если вот предложил взволнованно пыхтя Коля Им с алмазами в тайном чане Что за чан удивился Киреев ,1 ,0
блестящий,,алмаз,А если один пузырек то по девять продают Погоди прервал его Олег это какой Алмаз Дом быта что ли ,1 ,0
блестящий,,алмаз,А если создать встречный поток снизу вверх тогда все частицы скорость опускания которых меньше скорости воды будут подниматься остальные как бы зависнут в потоке или все-таки опустятся на дно В этом суть установки для гидравлического разделения алмазов Кран регулирует скорость вытекания смеси из мешалки диаметры отстойников подобраны так чтобы скорость подъема жидкости в каждом уменьшалась в необ ,4 ,0
блестящий,прочий,алмаз,А еще перстни на пальцах по одному а то и по два на каждый И в них рубины алмазы и прочие сапфиры Они сверкали искрами и озаряли все вокруг даже в темноте ,2 ,0
блестящий,,алмаз,А затем Холодная прожив свой век исчезла и позднейшие поколения о ней не знают ничего Необходимо рассказать как появился на моем горизонте Гришин- Алмазов Это было в Екатеринодаре ,1 ,0
блестящий,,алмаз,А зачем Кончились те времена когда стране было нужно больше алмазов Но ведь был план к 2005 году производить алмазов на 2 млрд ,1 ,0
блестящий,,алмаз,А здесь что он погладил мизинцем другой Это Бенони там алмазы добывают встрял в разговор Дадука Местечко под Иоханнесбургом ,1 ,0
блестящий,,алмаз,А значит в его ближайшем окружении собраны люди способные это взвешенноле слово понять и оценить Стоило нашему президенту 26 мая в беседе с В Ивановым высказать неудовольствие итогами деятельности концерна Алмаз как уже 6 июня страна получила сдвоенное убийство его топ-менеджеров Игоря Климова протеже В Иванова и Сергея Щитко Всё как в классическом Крестном отце Марио Пьюзо если дело в по ,1 ,0
блестящий,,алмаз,А значит никакой он не аморфный а кристаллический только кристаллы его очень мелкие и больше в них дефектов После этого стали считать что углерод на земле существует в двух элементарных формах в виде графита и алмаза Вам никогда не приходилось задумываться над причинами резкого водораздела свойств который проходит во втором коротком периоде менделеевской таблицы по линии отделяющей углерод от следующего за ним азота ,1 ,0
блестящий,суровый,алмаз,а знающего дело Обыкновенно ходил все один и тот же несколько лет сряду Алмазов суровый смуглый и сухощавый человек уже в летах необщительный и брюзгливый Он глубоко нас презирал ,4 ,0
искусственный,южноафриканский,алмаз,Азот окрашивает алмазы Южноафриканские ученые установили что желтую окраску алмазам придает примесь соединений азота При синтезе искусственных алмазов соединения азота используются как катализаторы ,1 ,0
якутский,,алмаз,АК 47 принес Михаилу Тимофеевичу славу какой не знал ни один конструктор в мире Его имя уже давно украшает Книгу рекордов Гиннесса а также проспект на окраине города Ижевска школу 7 читальный зал в библиотеке Технического университета Кадетский корпус в Перми колокол в Михайловском соборе в центре Ижевска якутский алмаз добытый в 1999 году весом 50 74 карата ,1 ,0
якутский,,алмаз,академик РАН главный советник научный руководитель НПО Алмаз имени академика А А Расплетина Борис Васильевич БУНКИН награжден орденом За заслуги перед Отечеством степени Руководство трудовой коллектив НПО Алмаз и редакция журнала поздравляют Бориса Васильевича с высокой государственной наградой Александр Силкин Борис Бренер ,1 ,0
