arg1,arg2,word,sentence,verb_idx,label
человек,,ад,1 ВВС Брянского фронта начали боевую работу с 18 августа 1941 г в составе 11 60 61 ад 61 ад выполняла задачи фронтового масштаба 11 ад входила в состав ВВС 13 армии 60 ад в состав ВВС 50 армии ,2 ,1
человек,,ад,1 обычный порошок Ад 2 ультрадисперсное Ад 3 ультрадисперсное Ад предварительно окисленное при ,3 ,1
человек,,ад,1 Отношение к миру Я не отвергаю его как исчадие ада а принимаю как творение Божие Я знаю что он глубоко болен но хочу не бегать в здоровые зоны для единоличного спасения а трудиться вместе с Богом над его исцелением ,1 ,0
человек,,ад,20 Это и делает понятной насколько можно здесь говорить о понятности всю чудовищную для разума прямо смеющуюся над рассудочным мышлением парадоксию церковного песнопения Во гробе плотски во аде же с душею яко Бог в рай же с разбойником и на престоле сущий со Отцем и Духом вся исполняя неописанный Пасхальные часы 21 ,1 ,0
человек,,ад,21 Роман о шейхе Наджм ад Курба Бертэльс Е Э Указ соч С 330 ,1 ,0
человек,,ад,25 11 Вы здесь всюду первые там будете последними то есть в аду а последние это м ытари кающиеся будут первыми ,1 ,0
человек,,ад,27 потом же для того чтобы иметь возможным представлять Христа находящимся в определенном месте например при сошествии во ад что мыслимо только по человечеству 28 ,1 ,0
человек,,ад,28 Поистине гениальное решение проблемы ада было дано Сведенборгом Глава ,1 ,0
человек,,ад,2 бал цена 3 ад вал манок 1 балл ,1 ,0
человек,,ад,2 В стрелковых корпусах Корпусную группу из отдельных артиллерийских бригад бригад АД артиллерийских полков Задачи группы 1 Обеспечение массированным огнем действий стрелковых дивизий ,3 ,1
человек,,ад,30 Постепенное освобождение Щила из Ада чудесно изображаемое на стенном писании как вместе с гробом выходит он из страшной пропасти сначала только головою потом по пояс и наконец весь дает этому живописному представлению необыкновенно фантастический характер впрочем вполне согласный с благочестивою верою которою проникались набожные люди с ужасом смотря на изображения Страшного Суда 30 ,1 ,0
человек,,ад,35 м утра в сопровождении министров Императорского двора и иностранных дел г ад Гессе свиты г м Мосолова фл ад гр Гейдена лейб-хирурга Гирша Вокзал весь украшен на вокзале почетный караул со знаменем и хорами музыки генералитет офицеры русское посольство в полном составе ,2 ,1
человек,,ад,39 Смерть обитает в том у кого язык меч обоюдоострый Таковый вступил в союз с вечною смертию и приготовил себе погибель и жилище во аде он не будет иметь наследия в земле живых творящих волю Божию Рассмотри и найдешь что человек двуязычный губит душу свою смущает знакомых и друзей расстраивает общество содействует совершению всякого зла и принимает в нем участие непрестанно устрояет ближнему козни ,1 ,0
человек,,ад,3 декабря 1983 г Сегодня Ада с фальшивым состраданием сказала что Лена совсем плоха Что ее смерть вопрос дней ,2 ,1
человек,,ад,3 Паксил как и другие АД в начале приема может усиливать тревогу Нужно заменить его на другой АД или же первое время прикрываться каким-либо транквилизатором 4 Минимальной эффективной психотерапией считается 1 раз в неделю ,2 ,1
человек,,ад,41 Гришина АД Тедорадзе М Г Колесников В А и др Там ,2 ,1
человек,,ад,42 Солнце праведное Христос на ада наступи и смерть связа и души освободи и того ради рече исходит на Пасху то же преобразуют на утрении 43 ,1 ,0
человек,,ад,4 Двенадцать обезьян 5 Из ада 6 Искусственный разум ,2 ,1
человек,,ад,4 Двенадцать обезьян 5 Из ада 6 Искусственный разум ,2 ,1
человек,,ад,4 То что среди солдат и офицеров Вермахта могли быть даже наверняка в большинстве своём и были нормальные обычные мужики которые по жизни никому особого зла не желали и на отдыхе в тылу с удовольствием любого ребёнка на плечах катали ничего не меняет в запредельных цифрах ежедневного убытка в лагерях для русских военнопленных в количествах уничтожавшихся на оккупированных территориях евреев расстреливаемых без суда и следствия коммунистов и комсомольцев Путь в Ад как известно вымощен добрыми намерениями Почему такой подход к этому вопросу потомка и погибших и выживших в той войне советских людей вам кажется нечестным не знаю ,1 ,0
человек,,ад,5 39 Смерть и ад По падении первого человека и отвержении его Богом а в нем и всего рода человеческого все человеки окончив смертию тела свое земное странствование нисходили душами в преисподние темницы ада ,1 ,0
человек,,ад,5 июня 1911 г Я сейчас нахожусь в среде где поминутно слышу фразы об оставлении при Университете о профессорах и пр Я знаю только что без науки мне одна дорога либо в литературу либо в Ад Как бы хорошо сейчас освободиться от лишнего груза 20 лет бытия и оставить только физику ,2 ,1
человек,,ад,61 ад выполняла задачи фронтового масштаба 11 ад входила в состав ВВС 13 армии 60 ад в состав ВВС 50 армии ВВС фронта за отчетный период участвовали в проведении следующих операций ,2 ,1
человек,,ад,6 апреля 1980 г Мы поем Христово Воскресение и вот только что словами святого Иоанна Златоустого мы провозглашали победу жизни над смертью Где ад твое жало где смерть твоя победа Воскрес Христос и ни один мертвец не остался в гробе ,1 ,0
человек,,ад,7.20 Политический док ад 7.50 ,1 ,0
человек,,ад,72 Белинский в своем знаменитом письме между прочим обвиняет Гоголя что он в Переписке с друзьями поддался влиянию страха смерти чертей и ада Я нахожу это обвинение совершенно правильным Гоголь точно боялся и смерти и черта и ада ,1 ,0
человек,,ад,7 А не других навлекших на себя гнев твой т е заблудшихся Я говорю что эту главу Магометане повторяют чаще всего мне бы хотелось познакомить тебя и с некоторыми другими главами Корана напр с с где говорится об рае и об аде но боясь наскучить предоставляю самому прочитать их или в русском переводе Корана или у Саля и Биберштейна Казимирского Всех глав в Алкоране сто четырнадцать ,1 ,0
человек,,ад,85 Я приготовилась сопротивляться этому аду теперь надо вести себя по-другому и снова появилась надежда Бегу к Эте узнать все про этот лагерь не может же быть чтобы вот такой ангел-лейтенант с белоснежными крыльями поджаривал нас в аду на сковороде ,2 ,1
человек,,ад,89 Бог не сотворил смерти и не радуется погибели живущих ибо Он создал все для бытия и все в мире спасительно и нет пагубного яда нет и царства ада на земле Бог создал человека для нетления и сделал его образом вечного бытия Своего но завистью диавола вошла в мир смерть и испытывают ее принадлежащие к делу его Книга Премудрости Соломона 13 14 23 ,1 ,0
человек,,ад,89 Рашид ад 90 ,1 ,0
человек,,ад,8 О’Генри намекает на евангельское Где червь их не умирает и огонь не погаснет то есть в аду геенне огненной Сдала я сегодня мою комнату на третьем этаже ту что окнами во двор сказала миссис Пурди поверх целой чашки пены ,1 ,0
человек,,ад,то что лишено вида что существенно невидимо тьма Реальность это вид идея лик а ирреальность без-вид ад тьма Все сущее имеет и энергию действования каковою и самосвидетельствуется его реальность а что не способно действовать то и не реально как сказано святыми отцами только небытие не имеет энергии ,3 ,1
человек,,ад,биолог К Тимирязев в 1919 году отказался от звания почетного доктора Кембриджского университета в знак протеста против английской интервенции на севере России а в 1920 году его избрали в Московский Совет рабочих депутатов То что благими пожеланиями вымощена дорога в ад обычно вспоминают когда значительная часть этого пути уже пройдена После окончания гражданской войны казалось бы исчезли причины для ограничения интеллектуальной свободы ,1 ,0
человек,,ад,Ад вымощен наилучшими намерениями говорят французы и Бриан равно как его английский единомышленник пылкий Ллойд Джордж главные инициаторы мартовской конференции верили что можно еще добиться объединения высшего руководства военными операциями на различных фронтах мировой войны Они давно уже осознали также что в общем деле эгоизм плохой советчик что Англии и Франции необходимо поступиться собственными материальными ресурсами в пользу союзников в первую очередь русской армии ,1 ,0
человек,,ад,Здорово устал это ад порой работать над говорящим фильмом Зато успеха добились признали что это очень парижский фильм ,2 ,1
человек,,ад,20 4 ср Доказ гл 78 у автора выдержка приведена неполно с 58 1 22 4 ср 36 3 У св Ипполита автору приходится даже в данном случае находить мнимое противоречие Помещая якобы согласно с св Ипполитом ветхозаветных праведников в аду даже до времени воскресения автор потом 88 с недоумением приводит изречения св отца из которых видно что в раю и на небесах находятся и Исайя и Иеремия и пророки и апостолы Ясное дело что если они там теперь имеют свое местопребывание то выведены сюда из ада Господом ,1 ,0
человек,,ад,и т д словом наступает совершенный ад и радуешься до смерти когда выберешься на бульвар и дохнешь свежим воздухом Сколько потом ни скитался по парижским театрам повсюду выносил то же раздраженное недовольное чувство ,2 ,1
человек,,ад,и выросшее на нем т е наше мышление Грозное спинозовское так же неумолимо как и законы ада Тут спорить уже нельзя тут нужно повиноваться ,2 ,1
человек,,ад,Вильмен особое внимание оказывал богатым светским дамам и преимущественно богатым старушкам Все ужасы ада и все блаженство рая фигурировали в его келейных поучениях этим особам в поучениях направленных преимущественно на бренность земных благ и стяжаний и на отречение от них в пользу благ душевных Посильным результатом поучений было что несколько благочестивых старушек устрашась ужасов вильменова ада и прельстясь его раем великодушно отказались от имений своих в пользу почтенного ордена к которому имел честь принадлежать добродетельный ,1 ,0
человек,,ад,Домашний ад и случайное перемирие Груня все чаще и чаще стала подумывать об объяснении со своим мужем насчет отношений к ней Марьи Ивановны и выжидала удобной минуты ,2 ,1
человек,,ад,века Благодать принесенная в Звенигород последователем Игумена Земли Русской Сергия Радонежского преподобным Саввой оказалась сильнее всех попыток уничтожить ее или предать забвению потому что Церковь Божию не одолеют даже врата ада Мф 16 18 ,1 ,0
человек,,ад,а 105 ск 28 мбр 143 гв амп 542 иптап б 46 ск 38 габр 3 тгабр 23 ад 19 мбр 150 иптабр 49 гап в 18 ск 79 лабр 96 тгабр 386 мп 85 гап ,3 ,1
человек,,ад,А бабы остервенелись просто И живет девка бедная как в аду за свое доверчивое сердце за доброту и красоту Тьфу ,2 ,1
человек,,ад,А бытовая и психологическая характеристика отнесена в их новеллы Минорит в пику своему недругу рассказывает как некий экзекутор в тот самый момент когда пытался отнять последние гроши у бедной и больной старухи был унесен чортом в ад и харак теристика экзекутора в рассказе отлично дополняет набросок общего пролога ,1 ,0
человек,,ад,А ведь только что его мысли всегда склонные к бредовым сочетаниям сомкнулись в один из тех мнимо стройных образов которые значительны только в самом сне но бессмысленны при воспоминании о нем Переход из третьего класса где тихо торжествовало чудовище сюда в солнечное купе представился ему как переход из мерзостного ада через пургаторий площадок и коридоров в подлинный рай Старичок кондуктор давеча пробивший ему билет и сразу исчезнувший был казалось ему убог и полновластен как апостол Петр ,1 ,0
человек,,ад,А вот после 1861 года сразу возникла Земля и воля следом обыкновенные убийцы-террористы Народная расправа Нечаева Ад Ишутина и Народная воля Желябова затем плехановское Освобождение труда РСДРП просто эсеры и ,2 ,1
человек,,ад,Автор Антиррезиса для борьбы с сильным противником должен был прибегнуть к отчаянному средству ко лжи и брани Автор Апокризиса говорит он наполнил свою книгу таким множеством непристойных и ложных вещей что и сам дьявол из ада вылезши не мог большей неправды сочинить как этот Христофор Филалет в своих книжках написал поистине каждый может назвать его ,1 ,0
человек,,ад,Автор очень боится за будущую судьбу не рождённого ещё братика или сестрички потому что с мальчика Саши всё станется Редко можно сказать о ребёнке исчадие ада но поверьте автору на слово этот мальчик именно тот сл учай ,1 ,0
человек,,ад,Автор усвояет указанным отцам мнение будто целью сошествия в ад было только благовестие находящимся там праведникам 58 87 В действительности по учению этих отцов Господь сходил во ад для того чтобы спасти праведных ,1 ,0
человек,,ад,А в шесть часов едва забрезжит утренний свет он опять уж тут со свежей сменой жандармов чтоб поднять и запереть в камерах койки и зимой убрать лампу Это была настоящая сторожевая собака неусыпный Цербер подобный трехголовому псу у ворот тартара и как тот охранял вход в ад древних греков так и он сторожил тюремный ад нового времени Он служил не за страх а за совесть и любил свое дело гнусное ремесло бездушного палача ,1 ,0
человек,,ад,А где Зиновий Борисович услышал Сергей ее чужой голос Там где полагается ответил человек вошедший первым он как будто ждал чтобы Ада дочитала написанное вернее ждал чтобы прошли четыре или пять секунд положенные для чтения таких бумажек Что там написано не выдержав спросил Сергей ,2 ,1
человек,,ад,А где этот Пандольф из Тюрингии спросит Господь потому что захочет Он меня увидеть В аду где ему быть скажет ангел И перечислит все мои грехи ,1 ,0
человек,,ад,А горно ваше что Норка в ад Тебя бесята как мухи облепили ,2 ,1
человек,,ад,Агрессор Нужно заставить себе служить ад и небо откровенно говорил Фридрих Второй Раз должно произойти надувательство то шельмами должны быть мы ,3 ,1
человек,,ад,Ада делала вид что верит а может быть и верила в самом деле потому что была очень молода В один из следующих дней Латыгин уже имел право называть Аду своею Он не был неопытным новичком в делах любви но странно никогда после он не мог уяснить себе был ли он первым возлюбленным Ады или эта 19 летняя девочка уже раньше изведала мужские ласки ,2 ,1
человек,,ад,А данное предприятие именно таково сотрудничество господ Ясинских и Бибиковых не гарантирует ничего их Вы встретите во всякой литературной яме издательство старика Пастухова говорит даже вопиет против издания а В Н Пастухов Очень верю его добрым желаниям но ими вымощен ад во-первых а во-вторых ведь он же редак тирует Нижегородскую почту и у него с души не воротит ,1 ,0
человек,,ад,Ада пошла за ним не спрашивая объяснения Пройдя некоторое расстояние Латыгин взял извозчика и помог Аде сесть в пролетку Ты голодна спросил Латыгин как если б все остальное уже было объяснено и решено ,2 ,1
человек,,ад,Ада смеялась из-под растрепанных волос блестели глаза она была трогательно домашней ничего похожего на ту строгую прекрасную статую перед которой он всегда чувствовал себя посетителем музея И вдруг он подумал что Ада ждала его еще преданней и беззаветней чем он Наташу И ей так же тяжело как ему ,2 ,1
человек,,ад,Адовы птички Небосвод в аду огнесвод Трещит очередной комок довоенной что то же навечной и огонь не берет прохладной как холст скрипучей как шелк бумаги в кулаке сначала в кулаке потом в огне еще выше растет еще ниже оседает над и под каминной решеткой лохматая гора пепла ,1 ,0
человек,,ад,А душа на небо Многие думали что я попаду в ад но я очутился в раю Писать о нем не буду хотя и соблазнительно посоперничал бы с Данте Алигьери пытаюсь же с Герценом и в роли Вергилия не отказался бы выступить Твардовский я его там видел под каким-то райским кущем со стаканчиком безалкогольного нектара в руках но он с кем-то беседовал не хотелось мешать расскажу-ка лучше о другом ,1 ,0
человек,,ад,А душа-то куда во ад Чужехват ,2 ,1
человек,,ад,А жалованья не платят И вот я изворачивался как черт в аду добывая деньги Занимался и закупками для Самарского Губздрава на 45.000 000 руб и изобретал приборы брал ,2 ,1
человек,,ад,А здесь на земле оба они жили годами десятилетиями и аду земного существования казалось не было конца Ад был очевиден доказуем его можно было фиксировать демонстрировать А как доказать рай ,2 ,1
человек,,ад,Аз есмь Альфа и Омега начало и конец Первый и Последний бых мертв и се жив есмь во веки веков аминь и имам ключи ада и смерти ,1 ,0
человек,,ад,Азиз милый ты грустишь ты скучаешь со мной Ах не клевещи на того кто любит тебя более неба отвечал Аммалат но я испытал ад разлуки и могу ли без тоски вздумать о ней Легче во сто раз легче мне расстаться с жизнию чем с тобою черноокая ,1 ,0
человек,,ад,а и поглощенный он издает вдруг громкие каркающие хотя и без р звуки это очередной приговор В ад В ад ,3 ,1
человек,,ад,Айканиха как вульгарно и неподходяще называли носильщики и Антон фамилию Ады Борисовны да еще считали ее уксусной была тонкая и деликатного обращения девица точный возраст которой никто в точности не знал но во всяком случае предполагали что Аде Борисовне от тридцати до сорока Белобрысая с щурящимися маленькими близорукими порой мечтательными глазами с мелкими кудряшками у лба высокая и худая как спичка благоухающая и втайне влюбчивая Ада Борисовна благодаря изяществу сдержанных манер пышным складкам на лифе выхоленным рукам в кольцах и кое-каким секретам нежности кожи лица казалась близоруким мужчинам еще недурной особенно под густой вуалеткой и без солнечного или лунного освещения на берегу моря Иметь пансион как считала Ада Борисовна приличнее называть свои меблированные комнаты в двухэтажном доме она не считала компроментантным занятием хотя бы для образованной девушки из порядочного общества и генеральской дочери жаждавшей самостоятельности и какого-нибудь дела ,2 ,1
человек,,ад,А Кирьяков все рассказывает Пришли в ад повел черт кузнеца по геенне огненной показывает все а сам думает что кузнец устрашится и назад запросится А кузнец идет и хоть бы что ему как дома себя чувствует ,1 ,0
человек,,ад,А Кирьяков продолжает рассказывать Вот раз вытолкнули кузнеца из кабака Иди чертяка страхолюдный Пошел кузнец по улице идет и думает Хоть я и не черт а с удовольствием согласился бы стать чертом и в аду жить Пускай черт на моем месте поживет узнает как здесь сладко ,1 ,0
человек,,ад,аком состоянии находился Игнатий Лойола учредитель Иезуитского ордена У него воображение было так разгорячено и изощрено что как сам он утверждал ему стоило только захотеть и употребить некоторое напряжение как являлись пред его взорами по его желанию ад или рай Явление рая и ада совершалось не одним действием воображения человеческого одно действие воображения человеческого недостаточно для этого явление совершалось действием демонов присоединявших свое обильное действие к недостаточному действию человеческому совокуплявших действие с действием пополнявших действие действием на основании свободного произволения человеческого избравшего и усвоившего себе ложное направление ,1 ,0
человек,,ад,А кругом плакали Этот отец Джироламо так стращал адом за грехи лень суетность наряды и роскошь роскошь одежды украшения домов улиц и звал к бедности и нищете Христового братства Выходя из церкви потрясенный Микельанджело среди толпы простых бедно одетых граждан ремесленников и слуг видел и нарядных женщин мужчин видел и ученых ,1 ,0
человек,,ад,А куда привезли меня вороги мои не вестен я Грех вам всем будет Все станете в аду кипеть а я грешный вкупе со Христом обрящусь Вздуй солдатик фонарь темно здесь мыши ,1 ,0
человек,,ад,ала из дома Час спустя встревоженные долгим отсутствием девочки бабушка Ада и Наталья Арсеньевна обнаружили ее в саду Девочка сидела на краю огромной бочки и стиснув зубы глядела как схватывается льдом вода в которую опущены ее голые ноги ,1 ,0
человек,,ад,ал Артем На одной станции верят в то что если глубоко копать можно докопаться до ада На другой что мы уже живем в преддверии рая потому что последняя битва добра и зла завершена и те кто выжил избраны для вхождения в Царство божие ,1 ,0
человек,,ад,Александра Македонского который варился у Данте в аду Рабле наказал еще и тем что заставил чинить штаны Диогена Там в аду у Диогена появились штаны Хоть и дырявые но все же штаны ,1 ,0
человек,,ад,Александр Маркович В тот момент мама решила что все досиделась что она умерла и попала или в ад или в рай В то место где ее встретил Александр Маркович ,1 ,0
человек,,ад,Алексеева главнокомандующим Высочайшим приказом по военному ведомству от 28 го января наместнику на Дальнем Востоке ген ад Алексееву предоставлены права главнокомандующего всеми сухопутными и морскими силами на Дальнем Востоке ,2 ,1
человек,,ад,алованного зеваку Надо ограбить рай и ад оборвать лучи с солнца и наслаждения с земли стопить в одно все язвы Египта и все ужасы преступления чтобы заманить и угостить его на славу Но разве этот людоед птенец твой брат твой или друг он что ты как пеликан разрываешь для него грудь и точишь кровь жизни ,1 ,0
человек,,ад,А ложь Если уважаемого профессора Керна считать исчадием ада и отцом лжи то он ведь продолжает прекрасно существовать Равино не спускающий глаз с Лоран внезапно замолчал ,1 ,0
человек,,ад,Аль-Мансур был правитель мудрый и справедливый утверждает аль-Исфахани Он даже не стал мстить поэту ад за то что тот беспощадно высмеивал его в своих стихах Но в наказание отказался видеть поэта Клянусь Аллахом он увидит меня только на улице ,1 ,0
человек,,ад,А Любаша еще не пришла рассказывала она Там ведь после того как вы себя почувствовали плохо ад кромешный был Этот баритон о какой удивительный голос он оказался веселым человеком и втроем с Гогиным с Алиной они бог знает что делали ,3 ,1
человек,,ад,Америка не рай Но если это ад то самый лучший в мире Раза два Головкер обронил ,1 ,0
человек,,ад,А может не выдержу выйду оттуда как-нибудь не по-человечески и это будет еще хуже Не знаю буду ли я гореть в аду Скорее да чем нет ,3 ,1
человек,,ад,А мы были два ненавидящих друг друга колодника связанных одной цепью отравляющие жизнь друг другу и старающиеся не видать этого Я еще не знал тогда что 0 99 супружеств живут в таком же аду как и я жил и что это не может быть иначе Тогда я еще не знал этого ни про других ни про себя ,2 ,1
человек,,ад,А мы любим Ленинград советский Ленингр ад как передовой центр советской культуры Приведенный выше текст постановления ЦК ВКП б был в частности опубликован полностью в Москве в журнале Культура и Жизнь 6 от 20 го августа 1946 го года ,3 ,1
человек,,ад,А мы сами по своей воле отвергнув прошлое поселились в Лимбе Но что-то уже сдвинулось ад или рай Тысячи русских святых идут и идут ангельским крестным ходом день Успения Пресвятой Богородицы ,1 ,0
человек,,ад,А Надя все мне альбомчик подсовывает новеньких там расхваливает А пока нахваливает варит кофе раскладывает пенку ложечкой разливает и приговаривает с умыслом вот мол тебе кофе мой ночи чернее ада жгуче слаще любви Однако с любовью мне на Кипре долго что-то не фартило ,2 ,1
