arg1,arg2,word,sentence,verb_idx,label
крайний,,абсурд,6 Муж и жена любили гостей потому что без гостей ссорились 7 Это абсурд Это анахронизм ,1 ,0
крайний,,абсурд,9 Муж ижена любили гостей потому что без гостей ссорились 10 Это абсурд Это анахронизм ,1 ,0
крайний,,абсурд,Основным положением группы футуристов выступавшей с Пощечиной общественному вкусу и с другими изданиями является следующее Слово самоценно поэзия есть искусство сочетания слов подобно тому как музыка звуков Исходя из этого совершенно правильного основоположения кубофутуристы приходят тем не менее к абсурду Это происходит благодаря их непониманию того что есть слово ,1 ,0
крайний,,абсурд,Но для чего же Чехову эти абсурды Зачем он собирает их с такой удивительной тщательностью ,2 ,0
крайний,,абсурд,писал а Не случайно все автомобили выпускаются с радиоприемниками или другой аудиотехникой Разумеется врубать шансон да хоть и классику будь то Турецкий марш или Танец с саблями на весь салон хамство но искать пути повышения безопасности движения в том чтобы запрещать водителю слушать музыку в кабине абсурд По правилам действительно запрещено но в АКСМ 201 01 который к нам Н Новгород поступил в 2000 году конструктивно была заложена автомагнитола а колонки небольшие были установлены на потолке над водителем ,2 ,0
некоторый,,абсурд,намного эффектнее снаружи чем внутри Хотя на наш взгляд фамильные крайслеровские черты доведены в его облике до некоторого абсурда Посмотрите на огромную фальшрадиаторную решетку и орлиные крылья эмблемы ,1 ,0
некоторый,,абсурд,А актер игравший Менахема Менделя в Израиле считает что Захаров и Горин концептуальные антисемиты Абсурд Но это обсуждалось в ивритских газетах ,2 ,0
некоторый,,абсурд,А без этого нет мне покоя Я складывался как человек в условиях торжествующего абсурда среди людей ведущих абсурдное существование и сам был носителем этого абсурда И не знаю насколько Красота мира и Любовь человеческая смогли внести в мое существо те ,1 ,0
некоторый,именитый,абсурд,Абсурдная казалось бы ситуация способная разрушить любую другую экспозицию на этот раз выглядела вполне логичной Ведь спрятавшись за словом абсурд и за именитым юбиляром можно делать все что угодно Соб инф ,1 ,0
некоторый,,абсурд,Абсурдность существования Абсурд абсурд Повторяют друг за другом как попугаи ,1 ,0
некоторый,,абсурд,А ведь есть один подсобный военный способ который только по недоразумению считается подсобным разминирование Не победил и не дал себя победить а разминировал и противнику дал время опомниться от абсурда По прихоти никто никого победить не может ,1 ,0
некоторый,,абсурд,А ведь и в самом деле и в школе мы учителя слишком часто умеем видеть понимать и объяснять учащимся идеи в литературе тогда когда они выражены в суждении а не в образе когда мы можем воспользоваться сентенцией либо заключенной в самом произведении либо привлекаемой со стороны из письма статьи и т п Инстинктивное стремление учителя к доказательности своего толкования произведения при неумении доказать это толкование анализом текста приводит иной раз и нередко к прямо-таки судорожным поискам сентенций не находя достаточно ясных суждений у автора учитель ищет их у современников хотя вовсе не всякий современник-авторитет и хотя научный анализ конечно точнее и авторитетнее любого свидетельства отсюда цитата из отчего Отделения об Отцах и детях как доказательство Вот уж поистине страсть к доказательству свидетельству попросту чужому суждению довела здесь до абсурда а ведь абсурд этот вовсе не единичное явление Но учитель жаждет высказываний и без них он чувствует себя нетвердо оставаясь наедине с образами ,1 ,0
волнистый,чистый,абсурд,А ведь он был еще в лучшем положении ибо в самой квартире на четвертом этаже между ним и родителями жила Надя существо непонятное симпатичное и близкое К Наде приходили подруги-десятиклассницы такие же как и она нежные девушки с убийственными глазами с мягкими подбородками и волнистыми до абсурда чистыми волосами с теми особ енностями фигуры о которых и реально и в мечтах лучше было и не думать ,1 ,0
волнистый,,абсурд,А внутренним взором он увидел как бы весь мир видел его как гигантскую сцену на которой каждый мужчина женщина и ребенок играют прекрасную для всех роль И доведя до абсурда ненависть себялюбие и рознь над актерами царит связывая их узами смеха клоун Я клоун ,1 ,0
волнистый,,абсурд,А вот бы представить себе картину современной культуры увиденной не из прошлого что неизбежно и естественно а из некоего предполагаемого будущего не покажутся ли тогда все эти разговоры попросту смешными подобно тому как мы сейчас не принимаем всерьез эсхатологию средневекового обыденного сознания или саму идею в применении к минувшему рубежу веков Не нахожу ничего смешного ни в этом разговоре услышанном из будущего ни в идее равно как и в средневековых концепциях о линейном развитии истории поскольку во-первых эти идеи знаки определенных эпох и только вне их временного контекста упомянутые взгляды могут быть доведены до абсурда А во-вторых разве мы можем утверждать что идея рубежа бытующая в разнообразных вариантах не сбылась и тем более себя не оправдала ,1 ,0
задорный,,абсурд,А вот о том что по мотивам не менее знаменитого романа Виктора Пелевина Жизнь насекомых поставлен одноактный балет Территория П знают только в Уфе поскольку там и работа ет джаз-театр-модерн Своими ногами осуществивший эту нетривиальную постановку по отзывам уфимских критиков оказавшуюся любопытным зрелищем в стилистике задорного абсурда Однако безусловно самым масштабным событием стала национальная выставка-ярмарка Книги России собравшая около 600 участников как из нашей страны так и из стран ближнего зарубежья ,2 ,0
задорный,,абсурд,А всеми своими нет всеми назад к СССР вбиваете клин в строительство Мира сделавшего только первые хотя и значительные шаги к вых оду из холодной войны из абсурда гарантированного взаимного уничтожения В попытке опознать будущее для меня здесь главная ось проблем центральный пункт исканий самый надежный путь преодоления нынешних невзгод и лишений ,1 ,0
задорный,,абсурд,А все-таки поймите это все-таки этого Бога веками славили как Бога любви Абсурд Нет наоборот написанный кровью патент на неискоренимое благоразумие человека ,1 ,0
задорный,,абсурд,Австрия сильно заинтересованная на Балканах не может предъявить требований еще недавно возможных из-за опасений остаться изолированною в концерте остальных держав и вызвать недовольство славянских элементов империи Здесь убеждены что Европе придется примириться с фактом нарушения союзом балканских государств и считают абсурдом мысль о возможности заставить сохранить прежние границы неизвестный ,1 ,0
задорный,,абсурд,А в том-то и дело что смысла во всем этом очень немного Стас с раздражением сказал Гуров Порой мне кажется что этот абсурд нагнетается кем-то намеренно Вот и у Балуева уже голова кругом пошла потому что все это называется в огороде бузина а в Киеве дядька ,1 ,0
задорный,кухонный,абсурд,А в том что она в принципе проходит АЗ Фокус видимо в том что трагизм и абсурд всех тех кухонных и общественных обстоятельств не имел того градуса какой он получил сегодня в ОВД Дальнее и прочих нервных точках современности Или просто мы вместе с Вадимом Тихоновым этого не замечали как и внешний мир не замечал нас ,1 ,0
задорный,,абсурд,А вывод Комитета по международным делам Вер ховного Совета СССР о том что надо разорвать договор с Ираком чем как не абсурдом это назвать В выборе партнеров чудовищные шараханья ,1 ,0
больший,больший,абсурд,А вы говорите революция Абсурд И еще большим абсурдом является то что журналисты вешают такие вот штампы куда попало ,1 ,0
больший,настоящий,абсурд,А где же здесь можно было увидеть процесс деления клеток и рост всей массы путем деления клеток Абсурд К настоящему времени из бактериальных масс получены путем разрушения дистиллированной водой так называемого осмотического шока фильтруемые частицы которые при их культивировании снова вырастают в те же бактериальные массы ,1 ,0
больший,,абсурд,агосостояния народа о бесконечной поддержке партии народом любви к ней и прочей чепухе Как ни старался абсурд остается абсурдом Из навоза шоколада не сделаешь ,1 ,0
больший,,абсурд,Адамс однозначно хочет победы ирландского национализма во всей Ирландии на юге где он и без того победил и на севере где католики в меньшинстве Достаточно послушать лидера правых юнионистов преподобного Иена Пейзли чтобы понять какой это абсурд Вот почему проблема Северной Ирландии всегда и особенно сегодня казалась неразрешимой ,1 ,0
больший,такой,абсурд,А доведите до последствий что вы давеча проповедовали и выйдет что людей можно резать Разумеется до последствий до окончательных последствий граничащих уже с абсурдом такую экономическую идею доведет крайне незначительное число людей прежде всего конечно молодых Едва ли к таким последствиям были бы готовы скажем мои автомобильные спутники ,1 ,0
больший,,абсурд,А его место тут же занимал следующий жаждущий Такой вот театр абсурда Вот и не верь теперь ,2 ,0
больший,,абсурд,а ежедневная газета приходящая на второй день после выпуска это театр абсурда Следовательно необходимо активное даже агрессивное внедрение ,2 ,0
больший,,абсурд,А если вы у собаки как например у Нового удалили только переднюю часть больших полушарий то такая собака не может стать на ноги целую неделю Получается с первого взгляда абсурд Если вырезаете все так собака находится в лучшем состоянии чем если у нее часть больших полушарий оставит ,1 ,0
больший,один,абсурд,А за то что ты американца сконфузил объявляю тебе мое спасибо На темы рассказов дяди Васи ходили между воспитанниками пародии преувеличенные до абсурда В одной из них говорилось например о том как дядю Васю во время его путешествия со Стенли выбросило на необитаемый остров ,2 ,0
больший,,абсурд,А здесь сразу же за приведенными вопрошениями о силе времени уносящего горе Гоголь вдруг и без предупреждения вводит небольшую вставную новеллу лишь глубоко внутренне соотнесенную с историей Афанасия Ивановича Я знал одного человека в цвете юных еще сил исполненного истинного благородства и достоинства я знал его влюбленным нежно страстно бешено дерзко скромно это любовь романтического и романического героя стилистически доведенная до сверхмарлинизма почти до абсурда алогичности дерзко скромно Г Г и при мне при моих глазах почти предмет его страсти нежная прекрасная как ангел была поражена ненасытною смертию стоит обратить внимание на книжность и романическую трафаретность и определения возлюбленной и эпитета к смерти ,1 ,0
идеологический,,абсурд,А зиловские бычки он приказывает муниципальным службам покупать насильно дает деньги из бюджета Дело не в том что он мало разбирается в экономике это уж его проблема но это идеологический абсурд В мире нет муниципальных автозаводов ,1 ,0
идеологический,,абсурд,А как можем Арифметика проста до абсурда родился человек и вместо двух нас трое а вместо двух зарплат одна Доходы резко падают ,1 ,0
идеологический,,абсурд,А какой-то хозяин гостиницы подает постояльцу счет клопы 15 копеек Удушливо-глупые Фырзиковы Мордохвостовы Цыпчики они сами воплощенный абсурд ,1 ,0
идеологический,,абсурд,А как это сделать Абсурд это аб-сурдус то есть по-латыни ответ глухого Ты ему одно а он невпопад отвечает ,1 ,0
идеологический,крепостной,абсурд,аким же абсурдом как нам теперь крепостное право когда меняли девок на собак Это будет не скоро очень не скоро сказал Костя и усмехнулся очень не скоро когда Ротшильду покажутся абсурдом его подвалы с золотом а до тех пор рабочий пусть гнет спину и пухнет с голоду Ну нет-с дядя ,1 ,0
несмешной,какой,абсурд,А композиция такая кто-то пишет кому-то письма присовокупляя к ним чьи-то еще и рассказывая о каких-нибудь других документах Это не обязательно немочь должно быть Владимир Шаров презирает литературные ухищрения и натягивает на оригинальный историософский трактат затрапезное романное рубище только для того чтобы испытать нас несмешным абсурдом с какими дескать лицами станем мы читать про то как ГПУ разыскивает Богородицу намереваясь пытками заставить ее доложить Христу для спасения русского народа необходимо Его немедленное второе пришествие В общем для самой же Матери Божьей будет лучше пишет персонаж-псих другому такому же если она сразу сделает чего от н ,1 ,0
несмешной,,абсурд,активы чтобы выявлять ранние сроки беременности Правда до этого абсурда дело все-таки не дошло ,1 ,0
несмешной,,абсурд,Алексей Ильич устало потер переносицу и сразу почему-то напомнил мне Глеба Абсурда хватает согласился он Но дело не только в этом ,1 ,0
несмешной,,абсурд,Альбер Камю примыкал к модернистскому направлению так называемого героического пессимизма У него из столкновения человеческого разума и безрассудного молчания мира рождается абсурд Восстановить эту параллель пьющих и непьющих Христос Магомет Дантон Робеспьер Геринг Адольф Есенин Маяковский ,1 ,0
несмешной,,абсурд,А между собой они постоянно препирались выясняя кто сделал больше хорошего для страны и кто важнее для России Это был вечер абсурда Конечно иностранные гости недоумевали и один из западных журналистов прочитав на моем значке что я из России спросил ,1 ,0
угодный,,абсурд,Америка предстает у Старостина кафкианским лабиринтом в котором живой души не встретишь зато мертвых душ сколько угодно Абсурд путаница вязкость клейкость тупость обман деградация вот картины раскрывающиеся ошеломленному читателю такой мир не только омерзителен он еще и очень уязвим Горе тебе Вавилон город крепкий ,1 ,0
угодный,,абсурд,А мы куда-то торопимся торопимся торопимся Абсурд Он привстал сел и стукнул мундштуком по серебряному портсигару ,1 ,0
угодный,,абсурд,Анализируя ее со всех сторон он дал ей немало нелестных определений назвав среди прочего и великим абсурдом но тут же говорил что в этом абсурде он находит и указание на провиденциальные пути ,1 ,0
угодный,,абсурд,А на лице этого огородного пугала было написано то что в современной философии называется абсурдной ситуацией Подныривать под абсурд я тогда не умел и медленно захлебывался В это самое тягостное для меня время помначполитотдела по комсомолу высокий красивый юноша весь в блестящих ремнях вдоль поперек и крест-накрест предложил мне стать комсоргом управления дивизии ,1 ,0
трагический,,абсурд,А на Текселе все продолжались бои Апофеозом этого трагического абсурда стал парад победы немецких войск в главном городе острова Ден-Бурге 15 мая 1945 г Командовал парадом майор Брайтнер который отомстил грузинам от души Зафиксировав таким образом последнюю победу немецкого оружия он приказал сжечь документы всех немецких частей а также захваченное знамя грузинского батальона ,1 ,0
советский,,абсурд,Анатолия Ромашина Логика советского абсурда правила свой бал даже на этом общепитовском Мысе Доброй Надежды Водка наша родная Столичная была вообще изъята из обращения а коньяк в силу какого-то садистского самодурства отпускался только в графинах так что если вам вздумывалось прихватить с собой впрок остаток этого живительного зелья приходилось оплачивать еще и стоимость стеклотары ,1 ,0
советский,,абсурд,Англичане народ традиций Одна из них верность абсурду В силу этой традиции они сердились не только на евреев за их юдофильство но и на меня ,2 ,0
советский,,абсурд,Андрей вздрогнул Что за абсурд Но все смотрели на него вся группа ,1 ,0
советский,,абсурд,Андрей прочитал эти строчки Для меня еврейский вопрос никогда не был вопросом и мне нет надобности ссылаться на геройство евреев в деле обороны России на их трагическую по своей верности любовь к России доказывать же еще и еще раз что еврей тоже человек значило бы не только слишком низко кланяться абсурду но оскорблять того кого любишь и уважаешь И когда я настойчиво продолжаю говорить о себе и своих страданиях то это не эгоизм личности даже не грубый эгоизм класса это простительный эгоизм целого народа который слишком долго играл жалкую роль на подмостках Европы и в с ,1 ,0
комичный,,абсурд,ане с относительно сильными институтами политического представительства и канализированного политического протеста как Франция в 2000 х наблюдается активное включение субверсивной аффирмации и пародии в репертуары протеста и партийных демонстраций В некоторых из них левые экологи или работники мира искусств и театра разыгрывают демонстрации правых доводя их лозунги до комичного абсурда Так что возвращение пародии можно интерпретировать не столько как возврат в СССР сколько как симптом новейших трансформаций современного политического поля ,1 ,0
комичный,,абсурд,Антонина Георгиевна решительно сняла трубку По неумолимым законам абсурда ее тотчас же соединили Семен крикнула она ты дома ,2 ,0
комичный,,абсурд,а обоих полюсах лютый холод и существование исключено Как бы отказываясь верить своим глазам отказываясь верить факту своего в этом месте пребывания Цветаева избирает его название Беллевю в качестве козла отпущения и повторяет его вслух дважды балансируя на грани тавтологии на грани абсурда Повторение Беллевю в третий раз было бы чревато истерикой чего Цветаева не может себе в Новогоднем позволить прежде всего как поэт это означало бы перенести центр тяжести в стихотворении с Рильке на себя ,1 ,0
комичный,должный,абсурд,А он его решение то есть не принимал И довел дело до абсурда Должен сказать что я этим не занимался ,1 ,0
комичный,,абсурд,А он их потом каким-то образом нашел и догнал Верх абсурда это когда полицейские из крупнокалиберного пулемета расстреливают в лоб грузовик разбойников выпустив сто пуль по одному мотору а тому хоть бы хны Танки бы делать из этих грузовиков ,1 ,0
комичный,,абсурд,А потом всё потонуло в свете ярче тысячи солнц когда Кришна открыл ему свой божественный лик Мне кажется что теоретики абсурда пережили Колыму Освенцим и Хиросиму не острее моего Я говорю не о Шаламове или Визеле а о теоретиках о философах постмодернизма ,2 ,0
комичный,,абсурд,А потом оказывается что то ли он сам землемер то ли как-то еще В общем роман абсурда Кафка же Шамиль Басаев обещал в Абхазии после окончания абхазской войны заняться работой по специальности он учился на землемера ,2 ,0
комичный,,абсурд,А потом оставалось проинтегрировать результаты просто сложить Такие методы конечно же нагляднее и проще витиеватых рассуждений положенных в основу метода приведения к абсурду Для Архимеда эта находка была подобна вспышке молнии ,1 ,0
комичный,,абсурд,артистами и даже выставляют свои кандидатуры на выборы губернатора Калифорнии Разве это не абсурд Печенье продаваемое в университетских городках организации ,1 ,0
комичный,,абсурд,Архитектор строит физическую лабораторию на шумной улице аудиторию в тихом дворе Очень прошу энергичной поддержки устранить абсурд Пильчиков ,1 ,0
комичный,,абсурд,а Свадьбы Фигаро Руслана и т д Конечно с точки зрения простого здравого смысла бессмысленно и глупо заставлять людей действующих на сцене которая должна отражать действительность не говорить а петь Но к этому абсурду люди привыкли и слушая секстет из Дон-Жуана я уж не думаю о том что происходит нечто нарушающее требование художественной правды а просто наслаждаюсь красотами музыки и удивляюсь поразительному искусству с которым Моцарт сумел каждой из шести партий секстета дать особый характер оттенить резкими красками каждое дейст вующее лицо так что забыв отсутствие правды в самой сущности дела я поражен глубиной условной правды и восхищение заставляет умолкнуть мой рассудок ,1 ,0
комичный,,абсурд,А сейчас Дима Семицветов не только типичен он попросту герой нашего времени Чеховский Лопахин доведенный до абсурда Роль честно говоря была выписана нами с Э Брагинским весьма однокрасочно и требовался актер который не просто сыграет то что сочинили авторы но еще и станет ,1 ,0
комичный,,абсурд,А сейчас успех единственное мерило популярность богатство вот этот набор Да но есть и абсурд А абсурд именно в том что это все ясно прописано в том же Евангелии вещи которые опадают как цвет придет осень и все сгниет ,1 ,0
дикий,,абсурд,А словоблудства на тему Почему мы с тобой не спим я уже просто не признаю не придаю этим словам никакого значения Иначе впадешь пожалуй в дикий абсурд Хочу романтики понимаешь ,1 ,0
дикий,,абсурд,а содержание онтологизма могло изменяться София Мария и Марфа Мадонна в прошедшем она у Булгакова уже культура хозяйственных форм С Булгаков об этом два тома поздней написал Пыл не ясной мне лирики Блока смущал разрушая дистанцию между сегодня и между концом времен привкусы секты осмеянной мною в Симфонии слышались нота шмидтизма звучала я пробовал щупать неясное что-то в поэзии Блока найти ему место поставить на полочку с надписями метафизика гностика логика лирика мистика методология не разбирая позицию Блока в критериях истины лжи хоть абсурд лишь узнавши о чем говорит он я мог с ним или согласиться или полусогласиться иль не согласиться вовсе и многие мной к нему обращенные каки как ве руешь ход коня логики на Даму Блока он оттолкнулся в ответ на вопросник моего большого письма ,1 ,0
дикий,,абсурд,А сокращение нормальной продажи в розницу или оптом повлечет всем известные последствия черный рынок самогоноварение бюджеты недополучат денег Это ведь такой абсурд пусть они в 85 й год вернутся и посмотрят Петросян Арарат ,1 ,0
дикий,,абсурд,А так старость это муляж вечности а вечность сама муляж уж не знаю чего минус-жизни Или если хотите вечность это доведенная до абсурда старос ть старость старость ,1 ,0
дикий,,абсурд,атировка возможна с точностью до столетия хронологический порядок означает не то же самое что для веков в которых последовательность событий иной раз восстанавливается по месяцам и дням Бесспорно очередность можно довести до абсурда превратив повествование в хронологическую таблицу Этого не случится если соблюдать правило третье при описании событий учитывать связи между ними ,1 ,0
очевидный,который,абсурд,А ты сейчас не забивал ее лопухом Это не так вредно это очевидный абсурд от которого им отделаться легче Ну расскажи им ты если можешь ,1 ,0
очевидный,,абсурд,Ах какой это был спектакль Во многом несовершенный третий акт действие которого происходило по воле автора в третьем измерении написан в духе театра абсурда и никак нам не удавался Аксенов по-моему во многом отдал здесь дань моде отступив от того лучшего что умел и умел только он ,2 ,0
