arg1,arg2,word,sentence,verb_idx,label
необработанный,,алтарь,1980 х годов Насколько оправданны были тяготы и жертвы принесенные на алтарь социализма ,3 ,1
необработанный,,алтарь,1 Ваша излюбленная мечта в 18 лет а идти к алтарю в облаке из белого тюля под руку с любимым б прожить несколько лет в свое удовольствие ,1 ,0
необработанный,,алтарь,1 Епархиями где произошли в 1820 г эти бесчинства правили в Вологде епископ Онисифор Боровик из обер-священников в Пскове знаменитый Евгений Болховитинов в Костроме Самуил Запольский а в Ярославле где духовные подрались и погрызлись и искровянили алтарь Филарет Дроздов Государь и министр князь Александр Голицын горячо прониклись энергическим желанием остановить такое крайнее развращение в духовенстве чтобы эти учители благочестия по крайней мере хотя не поселяли соблазна в прихожанах которые видя таковых пастырей нарушают иногда и сами правила христианские ,1 ,0
необработанный,,алтарь,21 сентября в день праздника Рождества Богородицы Святейший Патриарх совершал литургию в Кафедральном Богоявленском соборе с участием двух Митрополитов Ленинградского и Киевского и двух Архиепископов Горьковского и Рязанского Архиепископ Иоркский вместе со своими спутниками приехал в собор к началу богослужения протоиерей Колчицкий провел их в алтарь где они встали с левой стороны откуда им лучше всего можно было наблюдать порядок богослужения В собор к литургии в этот день явилось много представителей Великобританского посольства во гла ,1 ,0
необработанный,,алтарь,22 базировались в том числе на авторитете Священного Писания на интерпретации постулата служай алтарю от алтаря питается 23 ,2 ,0
необработанный,необходимый,алтарь,25 С правой стороны поставляется чаша в которую вливается освящаемая вода так как архиерей после освящения воды окропляет св иконы и алтарь Необходимо запасти два требника ,1 ,0
необработанный,царский,алтарь,26 До приезда архиерея в храм священники приготовляют каждый свое облачение и встречают архиерея в рясах кроме того священника который подносит крест Получивши благословение они идут в алтарь царскими вратами скоро облачаются надевают фартуки и исходят на средину к архиерею 27 Регент должен твердо знать порядок освящения и наблюдать за временем начала и конца пения псалмов и др песнопений ,1 ,0
необработанный,,алтарь,2 Господина нашего 3 Преосвященные митрополиты так как эти три возглашения пропеваются и в алтаре и на клиросе остальные возглашения пропеваются хором независимо от окончан ия их провозглашения протодиаконом начинают петь в то время когда архиерей начнет благословлять народ и поют с таким расчетом чтобы при третьем благословении архиереем народа пение возглашения было закончено ,1 ,0
необработанный,отдельный,алтарь,2 Если срачица совершенно цела то только следует помыть ее если же повреждена раздрана дирава то наместо ея приготовляется новая 3 Пред началом одевания срачицу индитию илитон и прочие принадлежности престола следует положить пред алтарем на отдельном столике 4 Следует освящение воды по чину ,1 ,0
необработанный,,алтарь,2 Миф музыка символ У нас в доме не процветало никакого религиозного культа был один культ незримо разлитый в воздухе и был жрец этого культа отец недаром его называли жрец науки недаром его посещали иные научные жрецы университет назывался храмом науки кафедра сознанием изменялась в алтарь лекция в богослужение Прежде личных научных познаний в науку уверовал я и прежде личного опыта церкви я столько наслушался о попах от жрецов науки они суеверы они дураки упустили науку из своих рук а могли бы прибравши ее к рукам и показывая научные фокусы в качестве чудес как и египетские жрецы держать в повиновении чиновников и у меня создалось впечатление все попы хороши но поп греческий поп египетский был все же умнее нашего ,1 ,0
необработанный,кой,алтарь,2 сия богиня прияла здесь первое приношение народы красотою ее пораженные воздвигли в честь ее храм сей и поставили образ ее пред алтарем на коем курится непрестанная жертва На стенах изображены все торжества сея богини смертные герои боги и вся природа подвластная ее владычеству стыд изгнан от сих изображений красота непокровенная являлася тамо а изнутри храма исходил нежный глас изъявляющий воздыхания и восхищения любовников ,1 ,0
необработанный,,алтарь,30 Может быть и иной порядок после встречи архиерей в мантии входит в алтарь и становится на правой стороне от престола Тогда чередной иерей дает возглас на чтение часов а архиерей исходит только на чтение в мантии и малом облачении ,1 ,0
необработанный,южный,алтарь,30 Обязанности старшего сослужащего Во время совершения литургии старший сослужащий после прочтения архиереем молитвы когда чтец начнет читать Боже и Господи сил Царю небесный принимает от архиерея благословение идет в алтарь южною дверью а на Пасху царскими вратами целует престол кланяется архиерею берет св евангелие и произносит возглас Благословенно царство по окончании которого снова кланяется архиерею и стоит на правой стороне престола Он же произносит если уходит с середины один и следующий возглас Яко подобает ,1 ,0
связанный,самый,алтарь,30 октября 1945 года алтарь вернулся в Гент Вероятно из всех событий связанных с алтарём самыми трагичными для него были реставрации Первая крупная реставрация была проведена ещё в 1550 году известными художниками того времени Скорелем и Блонделем ,1 ,0
связанный,,алтарь,32 50 й псалом могут петь и диаконы в алтаре в качестве певцов 33 ,1 ,0
связанный,,алтарь,330 379 и его братом Григорием Нисским входил в т н каппадокийский кружок защитников вероучения сформулированного на первом Вселенском Соборе в Никее в 325 г Тайные молитвы литургические молитвы читаемые священником в алтаре во время пения хора в древности произносились в слух народа Николай Кавасила ок ,1 ,0
связанный,,алтарь,33 Афиняне чтобы не оставить ни одного чужестранного бога без знака своего уважения ставили алтари с такой надписью 34 ,2 ,0
связанный,,алтарь,33 По окончании псалма певчие поют пятую песнь канона Союзом любве и стихиры самогласны пока все сослужащие не перейдут попарно из алтаря на приготовленные места Во время пения этих стихир протодиакон и диакон входят в алтарь подходят один с правой а другой с левой стороны к иереям и указывая орарем на горницу тихо произносят Учитель глашает тя ,1 ,0
связанный,,алтарь,344 В самое время совершения Таинства и во время причащения священнослужителей в алтаре следует воспоминать Тайную Вечерю Самого Иисуса Христа с Апостолами Его страдание смерть и погребение 345 После этого открыванием завесы Царских врат и явлением Святых Даров обозначается явление Самого Господа Иисуса Христа после Воскресения ,1 ,0
связанный,сослужащий,алтарь,37 Порядок ухода после 7 го евангелия со средины в алтарь и затем постепенное исхождение из алтаря сослужащих для прочтения следующих евангелий есть практика местная Уставом этого не положено ,1 ,0
связанный,,алтарь,39 Относительно освещения храма следует заметить что в алтаре должен быть полумрак во все службы страстной седмицы начиная с великого четверга зажигается только среди храма большое паникадило 40 ,1 ,0
связанный,,алтарь,3 Независимо от этого каждый пришелец мог обеспечить себе безопасность ставя себя под покровительство Зевса просителей Самым действенным обрядом такой гикесии было припасть с зеленой веткой в руках к алтарю Зевса или другого бога если же такого поблизости не было то коснуться рукой колена руки или подбородка лица к покровительству которого пришелец обращался 4 Наконец были возможны и договоры между целыми общинами обеспечивающие их гражданам безопасность а по желанию и самим общинам взаимную военную помощь ,2 ,0
связанный,,алтарь,3 Ярославской губернии в г Угличе соборный священник Рыкунов 28 го марта значит на перв ый день Пасхи был за вечерним пением пьян и когда протоиерей по окончании вечерни вошел в алтарь то увидал священника Рыкунова лежащим и облевавшимся в алтаре 4 В Кинешемском уезде того же 29 го марта в понедельник на Пасхе пришли в церковь к вечерне пьяные весь причт и дьячок с пономарем стали буянить ,1 ,0
связанный,,алтарь,51 Когда архиерей благословляет уходить со средины по одному священнику то ключарь возвращается на свое место чрез царские врата а когда по два ключарь остается в алтаре приложившись к престолу и сделав поклон архиерею 52 ,1 ,0
связанный,,алтарь,52 отдав св евангелие старшему диакону становится с награждаемым на средину кланяются к востоку обращаются к архиерею кланяются ему и получив от него благословение вместе идут на солею некоторые епископы дозволяют входить в алтарь к св престолу делают три поклонения награждаемый в третий раз делает поклонение до земли обращаются к архиерею и кланяются ему а если они подойдут к престолу то после земного поклона награждаемый целует сначала престол потом уже оба кланяются архиерею Пройдя несколько шагов останавливаются и снова кланяются а ,1 ,0
связанный,,алтарь,53 В конце пения Яко да царя иподиакон ставит около северо-западного угла престола сидение протодиакон и диакон надевают омофор малый и архиерей садится на место и благословляет начало входа в алтарь ставленника иподиаконы проводив ставленника до царских врат сами входят в алтарь 54 ,1 ,0
связанный,,алтарь,58 Каждение престола и алтаря может совершиться и во время прокимна 59 ,1 ,0
связанный,,алтарь,5 Когда священники вступят в алтарь а диаконы на солею отверзают иподиаконы царские врата священники целуют престол и одновременно с диаконами кланяются архиерею По молитвенном возглашении протодиакон произносит Время сотворити архиерей отвечает Благословен Бог наш ,1 ,0
связанный,,алтарь,5 По погружении св креста в воду и по пропетии трижды Спаси Господи люди Твоя служащий отходит к столику с одеждами читает молитву на благословение индитии по дополнительному требнику и окропляет положенное на престоле св водою 6 По окончании молитвы столик с одеждами вносится в алтарь певчие поют псалом 93 Господь воцарися а священники надевают срачицу и облачают престол Срачица опоясывается вервием трижды по углублению на верхней дске престола и конец ее завязывается на правом углу ,1 ,0
связанный,,алтарь,62 проходит по солее и становится на свое место где и стоит до причастного стиха потом ставит посох у иконы Спасителя входит в алтарь и выходит из него уже перед отверзением царских врат и стоит до конца литургии Когда архиерей выйдет в мантии из алтаря посошник подает ему посох и принимает его уже после окончания благословения народа ,1 ,0
связанный,,алтарь,62 Так как посох есть символ земной власти архиерея то он и не вносится в алтарь а остается в средней части храма 63 ,1 ,0
связанный,,алтарь,64 после чего снова приходят в алтарь и подпевают с сослужащими последнее Святый Боже Когда архиерей скажет Мир всем они поклонившись ему уходят на клирос ,1 ,0
связанный,,алтарь,66 Можно после исполатчиков допустить пение Святый Боже хором затем сослужащими в алтаре уже на горнем месте потом Слава и ныне Святый Безсмертный и хор Святый Боже 67 ,1 ,0
связанный,,алтарь,6 декабря в день памяти святого благоверного великого князя Александра Невского Святейший Патриарх Московский и всея Руси Кирилл совершил Божественную литургию в кафедральном соборном Храме Христа Спасителя По окончании Божественной литургии Святейший Патриарх Кирилл перенес из алтаря на аналой в центре храма ковчег с частью мощей святого Александра Невского Предстоятель Русской Православной Церкви совершил молебен и поклонился святыне ,1 ,0
связанный,,алтарь,77 Но большею частью диакон кадит только св алтарь 78 ,1 ,0
связанный,,алтарь,79 По окончании чтения положенной молитвы после сугубой ектении диакон входит в алтарь и затворяет царские врата Во время произнесения прошения на сугубой ектенье Еще молимся о Святейшем Правительствующем Синоде ,1 ,0
связанный,,алтарь,80 Вообще перед каждым выходом из алтаря для произнесения ектений и по произнесении когда диакон входит в алтарь он кланяется горнему месту или престолу и священнику 81 ,1 ,0
тройной,коломенский,алтарь,82 тем более что сам Павел Алеппский отмечает обыкновенность устройства тройного алтаря Коломенского собора как обыкновенно все их церкви В апсиде диаконика и помещался придел патрона князя Дмитрия Димитрия великого ,1 ,0
тройной,,алтарь,8 на Благословение Господне и на отпуст на запад 9 по выходе из алтаря на восток Посошник должен знать когда подать посох где стоять с ним ,1 ,0
тройной,северный,алтарь,8 Священники входят в алтарь северною и южною дверями и только на св Пасху входят и выходят царскими вратами 9 ,1 ,0
тройной,который,алтарь,936 г и его ученику Епифанию В житии Андрея повествуется о том как Богоматерь предстала ему входящей во врата Влахернского храма и как она подошла к алтарю перед которым она стала молиться за людей По окончании молитвы Богоматерь сняла с себя покрывало и придерж ,1 ,0
тройной,,алтарь,христиане помирают как скот Попы пьяные в алтаре сквернословят бранятся матерно Риза на плечах златотканая а на ногах лапти грязные просфоры пекут ржаные страшные Тайны Господни хранят в сосудцах зело гнусных с клопами сверчками и тараканами ,1 ,0
тройной,,алтарь,Он в ней допустим и это получает не героические а божеские почести Это значит что ему надлежит приносить жертвы не ночью а днем не на очаге а на алтаре и т д см Постулатом была вера что душа покойного не заключена в его могиле а вознесена к богам на Олимп или в эфир ,3 ,1
тройной,,алтарь,Да здравствует адмирал Нельсон восторженно вопили озверелые защитники трона и алтаря заливая кровью без защитных жертв улицы Неаполя И было счастьем если этим жертвам удавалось вовремя укрыться под защиту высаженных ушаковской эскадрой русских моряков ,2 ,0
тройной,,алтарь,1900 до 1 го марта Мольба к алтарю богини счастья Ничтожный пилигрим далекого неведомого края с выдающейся красотой бракосочетается только с представительницей эстетики вкуса и неуловимого очарования ,2 ,0
главный,видный,алтарь,разделяет от церкви и вид позлащенных колонн оного гораздо великолепнее и изящнее из Когда смотришь из церкви то даже не все колонны главного алтаря видны Лудвиг истощил искусства и великолепие на украшение ,1 ,0
главный,,алтарь,говорил Проще не ставить Бога в необходимость совершать чудо Иногда у него являлось желание проповедовать в церкви и войти в алтарь Он требовал чтобы ему раз ,1 ,0
главный,единственный,алтарь,преображается волей Спинозы в т е необходимость становится идеалом равно как и действительностью Она приходит от разума который Спиноза забывший свой обет обо всем говорить так как математики говорят о плоскостях и линиях называет и которому он воздвигает алтарь как единственному достойному поклонения богу И только от разума можно получить то единое на потребу им же как учили все мудрецы всех стран м ,2 ,0
главный,видный,алтарь,столетий он стал вкладом русского искусства в художественное наследие эпохи средневековья В домонгольскую эпоху в соответствии с византийской традицией алтарь храма отделяла небольшая в человеческий рост преграда и росписи или мозаики алтаря были хорошо видны прихожанам Древнейший из сохранившихся русских иконостасов в Благовещенском соборе Московского Кремля где в 1405 году работали Феофан Грек и Андрей Рублев ,1 ,0
главный,,алтарь,Екатерины или к его времени Став на страже у алтаря правды он готов был поднять камень и против друга который осмелился бы обратиться спиной к его богине Писал ли он об учебной книге о воспитании о художественном произведении об игре актера в Гамлете каждая статья хотя и писанная на срок для журнала заключала в себе целую теорию искусства воспитания общественной и личной нравственности ,1 ,0
главный,,алтарь,Десять жрецов в белых одеждах испещренных красными пятнами вышли на середину алтаря Следом за ними шли еще двое жрецов одетых в женские одежды ,2 ,0
главный,серебряный,алтарь,Аббату даже удалось завести монастырскую меняльную лавку где производились различные денежные операции и при случае ссужались под верные заклады деньги в рост ибо все это служило к вящей пользе святой церкви В те же годы Роже построил в аббатстве новую базилику возложив на ее алтарь серебряный ковчежец с останками св Люмьера К сожалению от этого почитаемого мученика остался нетленным один только левый глаз но и такая реликвия п ,1 ,0
главный,,алтарь,аботниками чужого дела Как библейский Иегова наконец сжалился и отвел руку отца уже занесенную над Исааком так и теперь созрела сила которая спасает сынов нашего народа от бесполезной гибели пред алтарем чужих богов Нет больше от нас вы ничего не получите довольно довольно ,2 ,0
главный,,алтарь,А брови старика строго сдвинулись и он сухо договорил а если бы меньше была б так и болеть бы о ней столько не стоило таковая бо и под пустым водоносом спутается и уронит не токмо под тем какой я ей со мной понесть дам С этим Туберозов ступил на пороги храма прошел в алтарь тихо облачился и вышел с Захарией и Ахиллой на величание а потом во время чтений взял в алтаре из шкафа полулист бумаги и прислонясь к окну написал Его высокородию господину старогородскому городничему ротмистру Порохонцеву от благочинного старогородских церквей протоиерея Савелия Туберозова ведение ,1 ,0
главный,,алтарь,А бунинские строки звучали так Ни алтарей ни истуканов Ни темных капищ ,2 ,0
главный,,алтарь,А в другие дни фиолетовых Литургий солнце ярко светит с самого начала Видишь его яркую живопись в алтаре проблесками касающуюся различных священных предметов Потом замечаешь как солнце с южной стороны храма начинает золотить иконостас и ярко сияют в свете солнечных лучей главные иконы его первого ряда ,2 ,0
главный,,алтарь,авершилось в молодой тридцатилетней вдове самоотречением от всяких интересов жизни и упорным разобщением с людьми и миром Свои радости и заботы свои думы и мечты похоронила она в могиле вместе с обожаемым мужем и теперь ничего другого не осталось ей на земле как скитаться с своими малолетними детьми по юдоли плача и проливать свои горькие слезы в молитвах к Богу щедрою рукою жертвуя Ему на алтарях монастырей и скитов всем что осталось у нее в здешнем мире не только своим громадным состоянием но даже и детьми Своего сына уже зачисленного в пажес ,1 ,0
главный,,алтарь,А внизу кое-где лучи солнца дробясь в темно-ярких стеклах падали дождем радужных отблесков на живые волны толпы на серый камень столбов Над алтарем Во мраке краснели огни семисвещников Обедня отошла ,1 ,0
главный,,алтарь,А вот ангелов видела я они показываются когда душа чиста Стояла я в церкви у ранней обедни а в алтаре и ходят двое как туманы видно сквозь них всё светлые светлые и крылья до полу кружевные кисейные Ходят они кругом престола и отцу Илье помогают старичку он поднимет ветхие руки богу молясь а они локотки его поддерживают ,1 ,0
главный,,алтарь,А вот поди ж ты колошматят нас Дураков и в алтаре бьют вставил опять Сычев Он закурил папиросу и снова заговорил Ни черта из этой затеи не выйдет ,3 ,1
главный,,алтарь,А вот что религия пала навеки Полно господа нужно ли доказывать в чем все просвещенные люди согласны что гибельная цепь заблуждений человеческий род изнуряющих идет от алтаря опоры трона царского что надежда на воздаяние загробное угнетению способствует и мешает людям видеть что счастье и на земле обитать может что разум светоч единственный коим должны мы руководствоваться в жизни сей а посему наш первый долг внушить людям почтение к разуму да будет человек рассудителен и добродетелен в юдоли сей и да оставит навсегда младенческие вымыслы религии Говорил как по книге читал все чужие слова чужие мысли Вольтера Гольбаха Гельвеция и других вольнодумных философов ,2 ,0
главный,,алтарь,А всего-то четыре узких оконца Семка сел на приступку алтаря стал думать зачем этот каменный прикладок И объяснил себе так мастер убрал прямые углы разрушил квадрат ,1 ,0
главный,,алтарь,А в церкви отец Ипат кончил читать слово Иоанна Златоуста православные стали христосоваться Уж кажется все перецеловались у отца Ипата губы вспухли дьячок четвертое лукошко красных яиц потащил в алтарь Ибрагим от куличей через всю церковь продирался христосоваться с хозяевами и всех по пути с налету азартно целовал Здрасти ,1 ,0
кирпичный,,алтарь,А в южной части напротив располагаются два огромных круглой формы кирпичных алтаря с проходами и ступеньками ведущими внутрь В обоих алтарях сохранились два культовых очага А вокруг множество культовых печей для приготовления жертвенного мяса ,1 ,0
наш,,алтарь,А главный богатырь их вроде нашего Святогора Пера напрямую Перунов внук Волхвы пермские и наши алтари в чести блюдут потому как боги наши единого корня родные братья Сварог Сурмогу брат Рарог Лологу Пан Пянтегу Лель Пеле Дид Дию Велес Вёлсу ,2 ,0
наш,,алтарь,А гость стоял на церковном крыльце Подходили клиросные в алтаре облачали старого Иннокентия уже более полувека трудившегося в монастыре а теперь полубольного не мог бы как прежде носить на себе кирпичи Александр ждал покорно ,1 ,0
