arg1,arg2,word,sentence,verb_idx,label
независимый,,акула,ается приличными процентами от своих заработков Ну а артисты даже известные но пожелавшие остаться независимыми от акул шоу-бизнеса практически не имеют шансов попасть на телеэкран А что уж говорить о начинающих и бедных талантах ,2 ,1
независимый,,акула,А еще можно наговорить больному человеку гадостей вместо того чтобы попытаться его утешить Акула посидел с видом умирающего потом взглянул на часы и нервно закопошился Ох ,1 ,0
длиннокрылый,,акула,А еще он посадил кипарис который высится на монастырском дворе зеленым обелиском устремленным ввысь Осторожно длиннокрылая акула или осьминог всмятку В этом плавании мне больше всего приносили радость многочисленные бухточки греческих островов где я отдыхал душой и телом ,1 ,0
длиннокрылый,,акула,А еще о чем Об акулах о крабах с ногами на спине о бонитах медузах Вы разве ихтиолог ,1 ,0
длиннокрылый,,акула,аже пляж Самым экстремальным пунктом проекта может считаться клуб подводного плавания с акулами как будут строиться отношения ныряльщиков с подводными хищниками не уточняется Аквариум сможет принимать до 15 тысяч человек в день ,1 ,0
длиннокрылый,,акула,ажитое страшными преступлениями гибелью ни в чем неповинных людей уж почти все истрачено все расхищено Теперь они эти люди- акулы добираются до добытого им за последнее время путем ловко обдуманных комбинаций и всевозможного рода ухищрений Они эти люди не прилагая никакого труда пользуясь лишь счастливо совпавшими для них обстоятельствами заберут если не все то львиную долю его барышей барышей полученных от обдуманно веденного в течении нескольких лет дела ,1 ,0
несчастный,,акула,А за ним рассекая лазурную гладь моря бесшумно скользит над водой спинной плавник огромной акулы Настигнув несчастного акула перевернулась на спину открыла свою страшную пасть и я понял что Фуксу пришел конец Не отдавая отчета в своих действиях я схватил со стола первое что подвернулось под руку и изо всей силы швырнул в морду морского хищника ,1 ,0
несчастный,,акула,А здесь я вспомнил что в столице в ресторане Пекин пробовал жевать второе из акульих плавников самое дорогое было блюдо в меню Уговорил кока и он акулу зажарил И получилось удачно сожрали ее вместе с плавниками ,1 ,0
несчастный,,акула,аивать как только что попытался Сейчас будет предоставлено слово тем из наших преподавателей кто пожелает выступить сообщает Акула промокнув пот за ушами салфеткой А в заключение добавлю что и в эту субботу и в следующую родители всех прошедших тестирование будут приглашены сюда ,1 ,0
несчастный,,акула,Акку еле слышно проговорил Кибрик Акула догадался капитан Его наверное укусила акула ,1 ,0
несчастный,,акула,Аккумулятор вдруг понял юнга Метелкин Акку это значит аккумулятор а не акула У Кибрика разрядился аккумулятор да-да мне его показывал Петя ,1 ,0
несчастный,,акула,А когда заладит дуть несколько дней удушливый горячий хамсин это расчихался Решеф великан из пустыни что лежит за Соленым морем а если волны выбросили на морской берег Рагаб водяное чудо которого боится даже древняя филистимская богиня акула Иногда смеясь и ласкаясь она его учила хорошим манерам ,1 ,0
несчастный,,акула,А когда мне поверят буду добиваться открытия Океанария на берегу Черного моря То есть разрешения построить базу где можно будет дрессировать и обычных в цирке ластоногих и дельфинов и акул и белух и касаток и осьминогов Понимаете видя что меня слушают я увлекся мы создадим целую систему будем показывать морских исполинов во всех городах в самых отдаленных уголках Советского Союза ,1 ,0
несчастный,,акула,А кто же А ты когда-нибудь видел зубы акулы Ни разу признался Гинзбург ,1 ,0
несчастный,,акула,А кто считает Понятно что оценивать молодых акул капитализма могут только профессионалы хорошо знакомые с конъюнктурой российского рынка ,2 ,1
несчастный,предохранительный,акула,А куда хочешь и сколь хочешь Проперла она что акула до предохранительных буев и обратно Все говорю не утонешь ,1 ,0
несчастный,большой,акула,Акулята появляются на свет уже с полным набором зубов и готовы тотчас не только защитить себя но и добывать пищу Кстати акулы на большом расстоянии хотел сказать видят но зрение у них как раз слабое чувствуют добычу Вначале слышат звуковой сигнал и ощущают вибрацию воды от тела предполагаемой добычи затем подключают свое обоняние превосходящее остротой чуть ли не все известное в живом мире акула чует рыбью кровь даже если один грамм крови растворен в миллионе граммов воды ,1 ,0
очаровательный,,акула,А между тем дела его день ото дня приходили все в большее расстройство Он не считал и не замечал сколько денег потраченных на драгоценные подарки и отданных как бы заимообразно переходили из его княжеской конторской кассы в карманы очаровательной акулы Компания благоденствовала и ликовала глядя на эти полновесные результаты которые приносила ей ловкая интрига Наташи ,2 ,1
очаровательный,секундный,акула,а мое ружье вместе со мной промелькнуло в голове И сразу почему-то вспомнились страшные рассказы об акулах Но секундный страх уступил место охотничьему азарту и оказав про себя А-а ничего куплю новое я выставил ружье вперед готовясь выстрелить но видимо это движение и погубило все дела щука резко метнулась вперед оставив после себя полосу всколыхнувшихся водорослей ,1 ,0
такой,опасный,акула,А может его схватила черная морская акула катран Маленькая такая акула не опасная для людей Только Чик об этом подумал как нырок появился над водой впереди Чика ,1 ,0
такой,,акула,А можно поймать тунца насадить его в качестве приманки и тогда марлин клюнет Да какой марлин тогда акула клюнет А что если будет рыба в несколько сот килограммов ,1 ,0
такой,,акула,А на акулу есть спросил он Чего на акулу Крючок ,1 ,0
такой,,акула,А на конце хвоста две змеи Кого же ты больше испугался акулы или чудовища Чудовища без колебания ответил он ,1 ,0
зубастый,,акула,Ангелина Заболоцкая жена известного предпринимателя Якова Заболоцкого объяснила Алла В его особняке частенько устраиваются вечеринки на которые приплывают самые зубастые акулы бизнеса а также молодые и перспективные акулята Тебя она не без оснований причислила к последним ,1 ,0
зубастый,,акула,Андрей Никонов Австралийские инженеры создали электронное устройство которое пловцы и ныряльщики смогут использовать для отпугивания акул Прибор создает вокруг пловца электрическое поле воздействующее на центральную нервную систему акулы ,1 ,0
зубастый,,акула,А ну-ка посмотрим удержишься ли ты Прилипало будто приросла к животу акулы Тогда Симпкинс с силою дернул рыбку ,1 ,0
сельдевый,,акула,А они ее не просто из сетей выжирают а вместе с делью огромными кусками никак ее потом не залатаешь Сельдевая акула длиной чуть побольше метра но прожорливые же они никакого сладу с ними нет Третий вышел на мостик и стал в них сажать из ракетницы ,1 ,0
сельдевый,,акула,А падение Скотта за борт парохода Как ловко акула поддала ему хвостом Скотту и в голову не приходило что на советских пароходах установлены радиоглаза которые зорко следили за всем что происходило на Урании ,1 ,0
сельдевый,,акула,А потом разглядела под землей какое-то черное море и кто-то там в море шумит и ворочается Должно быть рыба акула с двумя хвостами один хвост спереди другой сзади И еще почудился ей Страшила в триста двадцать пять ног ,1 ,0
сельдевый,этот,акула,А почему акула не ест этих маленьких рыбок что вертятся около нее спросила Вивиана Это рыба-лоцман неразлучный спутник акулы В это время крюк с приманкой был брошен ,1 ,0
сельдевый,,акула,А почему это они ни с того ни с сего станут на нас нападать не согласился Семен Семенович если мы их не будем трогать то и они обойдут нас стороной Мы же акулу тоже не трогали а она на нас напала и чуть было не слопала возразил ему волшебный художник Еще бы чуть-чуть и от нас не осталось бы даже косточек ,1 ,0
жареный,,акула,Аппетитно пахнет проворчал пират и в животе у него заурчало Я бы съел жареную акулу целиком с косточками Ух как я голоден ,1 ,0
жареный,,акула,аранчи скот привозимый из Австралии от недостатка воды Природа зловещих островов казалось была заодно с тюремщиками акулы стерегли каторжан в океане москиты терзали их по ночам а днем их одолевали муравьи крупные и ненасытные способные сожрать человека живьем Среди балок барака гнездились рыжие летучие мыши с когтистыми хрящеватыми крыльями ,1 ,0
жареный,,акула,Армянское радио вещало только на Советский Союз Но с другой стороны я сам когда-то когда был летчиком однажды в Сочи или в Гаграх где отдыхал по путевке не моргнув глазом поведал очкастой блондинке из Варшавы как я катапультировался над Индийским океаном как меня чуть не съели акулы Действовало всегда безотказно ,1 ,0
жареный,,акула,Арнольдом Шварценеггером в главной роли Эпизод когда Черная акула стремительно догоняет вражеский вертолет разворачивается к нему носом летит не отставая боком можно сравнить с манипуляциями железного Шварца на крыле бутафорского Харриера ,1 ,0
основный,,акула,А с ситуация складывается именно так Конечно новые фигуры появляются однако основными акулами интернет-пространств занимающими по очереди первые места в различных номинациях продолжают выступать все те же лица информационные сайты компаний и гигант электронной коммерции развлекательно-информационный портал аналитический сайт и некоторые другие В жюри конкурса уже пятый год подряд входят члены Международной академии электронных искусств и наук среди которых помимо малоизвестных широкой общественности деятелей Интернета такие знаменитости как режиссер Фрэнсис Форд Коппола певец Дэвид Боуи актриса Сьюзан Сарандон создатель мультфильма Симпсоны Мэтт Гронинг а также представители крупнейших западных периодических изданий ,1 ,0
основный,ранний,акула,А самая большая из ныне живущих акул китовая вырастает до 15 метров но она безопасна поскольку питается планктоном и мелкими рачками Ученые до сих пор спорят был ли мегалодон предком большой белой акулы или нет Раньше родовое название мегалодона было как у большой белой ,1 ,0
основный,,акула,А сейчас бери кота в мешке или отваливай А эти как их акулы шоу-бизнеса Их всякий знает всякий видел ,2 ,1
основный,,акула,А Серега ранимая душа художника в котором не могла спокойно переносить четыре стены дурки стремительно терял связь с реальностью Акулой его прозвали за маленькую статуэтку из хлебного мякиша замешанного с солью и жженой бумагой которая называлась человек-Акула Я не сильно разбираюсь в искусстве но эта работа произвела на меня большое впечатление ,1 ,0
основный,,акула,А солнце на закате какое черное-пречерное Чего-чего угрожающе переспросила акула недавно приплывшая в лесное озеро по реке из океана На экране все серого цвета ,1 ,0
большой,крупный,акула,А со связями да денежками везде уютно Ему конечно не хотелось пускаться в плаванье в одиночку и потому он подобно маленькой рыбке-лоцману решил следовать в кильватере какой-нибудь большой акулы Крупной рыбы на его примете не было однако фигура Ермилова представлялась ему для начала весьма соблазнительной ,1 ,0
большой,,акула,Астафьев фотографировал рыб осьминогов трепангов морских звезд Несколько дней назад у скалистого мыса под водой он встретился с акулой Не заснял досадливо сказал он ,1 ,0
презанятный,наш,акула,А там братец все незваные все являются запросто на огонек Хозяин этакий Фамусов новоявленный презанятнейшая акула нашего времени Одно имечко чего стоит Тиберий Вонифатьевич Постный ,1 ,0
презанятный,,акула,А теплынь там какая голому жарко так и ходят А акулы прямо в порт заход ят их тамошние мальчишки мерзавцы за шиллинг в воде режут ,1 ,0
презанятный,,акула,Ауробиндо колебался Он очень хорошо помнил приключение с акулой В глубине души индус надеялся на скорый приход катера надеялся что их оставили по ошибке ,1 ,0
презанятный,,акула,Африты злые духи моря как называют их подводники явились немедленно и принялись уничтожать сплющенных тварей Стая акул отмеченных радиопулями сопровождала Индекса по пятам когда ему кто-то мешал он призывал своих сторожей Они подчинялись сигналам Индекса и все живое завидев дерзкие длинные тени бросалось врассыпную ,1 ,0
светский,,акула,Ах Вадя Вадюля зачем же ты рассказывал этой лощеной светской акуле про Светлану Окуневу Зачем ты потревожил ее светлую память ,1 ,0
какой,,акула,А хвост Ты представляешь какого эта акула даст шлепка если ее оседлать Тут Сергей захохотал и вдруг вспомнил Рэсси ,1 ,0
местный,,акула,А четвертый штурман сопливый мальчишка вычитал в лоции что акулы мы поймали возле острова на котором колония прокаженных И трупы прокаженных выкидывают на съедение местным акулам Получалось что бациллы проказы прямым путем попали в наши желудки ,1 ,0
местный,,акула,А что сталось с тем прохвостом Неизвестно но есть все основания думать что он подобно акуле последовал и дальше за ними ,1 ,0
тигровый,,акула,А что эта за маленькая рыбешка что плывет рядом с акулой спросил Чижик И как она не боится что акула ее съест Это рыба-лоцман постоянный спутник тигровой акулы она помогает ей искать правильную дорогу в океане ,1 ,0
тигровый,,акула,А эти с плавниками летучие как их по-латыни обзывают Мы вспомнили нашего Нельсона каменного групера не забыли вредной физалии перечислили всех акул и китов встреченных или виденных нами хотя бы издалека Даже голубь Юби явно нетипичный обитатель океана попал в список ,1 ,0
тигровый,,акула,А это минимальное количество очков для среднего тупицы проходящего тест Акула гневно швыряет в воздух пачки осточертевших всем бумажек да-нет и они разлетаются по залу усеивая пол дополнительным слоем бутафорского снега Вот оказывается откуда он берется ,1 ,0
тигровый,,акула,Бабка качает головой Не акула а Глянь сюды Микешка кажи нам рыбу-ти ,1 ,0
тигровый,,акула,Б А мне зачем эти два года А А тут говорят один фанатик лечил вытяжкой из акулы Фанатик денег не берет ему важен метод ,2 ,1
тигровый,,акула,Баранина и свинина а также чеснок и кунжутное масло играли тут видную роль Кроме того подавались и разные тонкости китайской кухни морская капуста трепанги ласточкины гнезда плавники акулы и т п Обед начался сластями и окончился вареным рисом Каждого кушанья не ,1 ,0
тигровый,,акула,Барракуда Акула Кто еще тут бывает ,1 ,0
тигровый,,акула,Бедное животное не вынесло Акула заскучал Он не любил психов ,1 ,0
тигровый,,акула,Бедный старик не мог похвалиться опрятностью и потому его постоянно держали в некотором отдалении от общества Он перекрестился вздохнул и начал есть как акула Обед был действительно недурен и в качестве воскресного не обошелся без трепещущего желе и испанских ветров пирожного ,1 ,0
тигровый,,акула,Без вашей помощи у меня ничего бы не получилось А вы помните как на нас акула напала вставил Чижик А помните как мы чуть не разбились на воздушном шаре перебил его Прутик ,1 ,0
жареный,,акула,Берегись к тебе несутся Стаи жареных акул Антон молча рванул лодку ,1 ,0
жареный,,акула,Берегите Марину Юра и сами поберегитесь Ведь акула это наверное очень опасно Он улыбнулся тогда успокаивающе и с видом превосходства ,1 ,0
жареный,беременный,акула,Беременные Не ешьте акул Беременным женщинам и детям до 16 лет не рекомендуется употреблять в пищу мясо меч-рыбы акулы и марлина ,1 ,0
жареный,чумовой,акула,Берешь в руки маешь вещь Акула моя чумовая мечта Пустые бутылки в шапочках заржали как кони ,1 ,0
жареный,,акула,Берилов долго не мог этого понять потом понял и не соглашался Князь позвал на помощь Акул ину Никитичну и она вразумила артиста ,1 ,0
жареный,,акула,Бесчисленные подводные существа не созданные для человеческого глаза как выражался Мэтр либо равнодушны к аквалангисту либо опасны Кроме барракуд и акул мелькают в толще воды страшные с виду но безобидные скаты-манты размером с лодку Над мантой шевелящей трехметровыми крыльями мелкая свита под брюхом же рыба-лоцман копирует малейшие движения хозяйки ,1 ,0
поверженный,долгий,акула,Битва происходила в глубинах океана и продолжалась целый день а когда победивший в схватке бог вышел из моря у него на шее висел зуб поверженной им акулы Долгое время в Европе окаменевшие зубы акул называли змеиными или мальтийскими языками Происхождение этих окаменелостей объяснялось в легенде об апостоле Павле который по пути в Рим потерпел кораблекрушение и высадился на острове Мальта интересующиеся могут найти описания приключений Павла в Деяниях 28 2 7 Спасенные мореплаватели развели на берегу костер дабы согреться ,1 ,0
поверженный,,акула,Бичи пишет что в его время было так много черепах здесь что они покрывали берег приходя класть яйца в песок Молодые черепахи вылупившись спешили к морю но на пути их ждали бесчисленные враги на берегу клевали птицы в море во множестве пожирали шарки акулы Зато выросши и окрепнув они в своей броне не боятся уже ничего ,1 ,0
поверженный,,акула,Благодарю тебя за ужин приятель окликнул великана марлин некоторое время кравшийся чуть в стороне Только когда акулы убрались насытившаяся остатками пиршества семиметровая меч-рыба позволила себе приветственный спич Марлин был пожилым добродушным самцом ,1 ,0
поверженный,,акула,Ближе всех около нее вертелся тот матрос которого она угостила двумя пинками Он рассердился или боль еще от пинков не прошла только он с колом гонялся за акулой стараясь ударить ее по голове и забывая что он был босиком и что ноги его чуть не касались пасти Но взмахи хвоста были так порывисты что попасть в голову было трудно и удары всё приходились по спине а это ей по-видимому нипочем ,1 ,0
поверженный,,акула,Близился вечер в глубине стояли сумерки на причудливый рельеф дна легли густые темные тени Мне все казалось что и там притаился длиннорукий хотя я знал что акулы ему хватит надолго Охота у меня не ладилась корифены куда-то ушли рыб-ангелов и горбоносых кораллоедов похожих на бизонов Пуффи не ел ,1 ,0
поверженный,,акула,боевая техника школы Мако Поскольку акула является жителем водной стихии которая как известно является средой непостоянной так и в данной системе боя не отдается предпочтения какой-либо определенной стойке или способу держать нож то же касается и манеры перемещаться Все постоянно меняется в зависимости от места поединка и той манеры боя которой придерживается конкретный противник ,1 ,0
поверженный,,акула,Боже мой я до сего времени не могу вспомнить без содрогания Мы сидели на скамье у пруда и мне казалось что вот пруд уже обратился в солено-горький океан и в нем копошатся спруты и плавают акулы И я сам ревел инда у меня распух нос и потрескались губы ,1 ,0
