arg1,arg2,word,sentence,verb_idx,label
малоберцовый,,артерия,1 малоберцовая артерия идет к задней и латеральной группам мышц голени малоберцовой кости и образует латеральную сеть лодыжки ,1 ,0
диафрагмальный,,артерия,1 нижние диафрагмальные артерии питают нижнюю поверхность диафрагмы а также надпочечники посредством ,1 ,0
панкреатодуоденальный,,артерия,1 нижние панкреатодуоденальные артерии кровоснабжают поджелудочную железу и двенадцатиперстную кишку ,1 ,0
кремастерный,круглый,артерия,1 нижняя надчревная артерия идущая по задней поверхности передней стенки живота к прямой мышце живота и отдающая лобковую запирательную ветви и кремастерную артерию у женщин артерию круглой связки матки ,1 ,0
надчревный,,артерия,1 поверхностная надчревная артерия идет вверх на переднюю стенку живота и кровоснабжает кожу живота и наружную косую мышцу живота ,1 ,0
подвздошно-поясничный,,артерия,1 подвздошно-поясничная артерия проходящая позади большой поясничной мышцы назад и латерально и кровоснабжающая мышцы поясничной области спины живота ,1 ,0
позвоночный,,артерия,1 позвоночная артерия наиболее значительная из ветвей отходит на уровне шейного позвонка поднимается вверх через поперечные отверстия шейных позвонков отдавая по ходу ветви к спинному мозгу и глубоким мышцам шеи проходит через большое затылочное отверстие в полость черепа ,1 ,0
пупочный,,артерия,1 пупочная артерия кровоснабжает дистальную часть мочеточника верхние отделы мочевого пузыря и отдает ,1 ,0
надпочечниковый,,артерия,1 средняя надпочечниковая артерия отходит от аорты на уровне поясничного позвонка и идет к надпочечнику ,1 ,0
сонный,,артерия,20 Назовите конечные ветви наружной сонной артерии объясните области их васкуляризации 21 Перечислите ветви внутренней сонной артерии 22 Объясните кровоснабжение мозга ,1 ,0
подмышечный,,артерия,22 Объясните кровоснабжение мозга 23 Назовите ветви подключичной артерии 24 Каковы особенности ветвления подмышечной артерии ,1 ,0
подмышечный,,артерия,23 Назовите ветви подключичной артерии 24 Каковы особенности ветвления подмышечной артерии 25 Назовите артерии плеча и предплечья ,1 ,0
подмышечный,,артерия,24 Каковы особенности ветвления подмышечной артерии 25 Назовите артерии плеча и предплечья 26 Каковы особенности кровоснабжения кисти ,1 ,0
подмышечный,,артерия,259 Когда животных без воздуха издохших грудь распорешь тогда увидишь что легкое весьма стиснулось и что правое ушко сердца кровью чрез меру наполнено так что от сего безмерного стиснения крови к сердцу движение оного воспящается и сжимание жил и артерий от расширившейся крови 256 перестает 260 ,1 ,0
сонный,неизвестный,артерия,25 го Августа в кругу врачей Карпацкий выпил в течение получаса 2 бутылки старого финь-шампаня и был совершенно трезв Секрет его заключается в каком-то маленьком пластыре наклеиваемом над тем местом где находится сонная артерия неизвестный ,1 ,0
сонный,,артерия,26 Каковы особенности кровоснабжения кисти 27 Перечислите артерии органов грудной полости 28 Расскажите о брюшной части аорты ее голотопии скелетотопии и синтопии ,1 ,0
сонный,,артерия,27 го мая вечером в лесу земледельческой колонии на 7 й версте по Ирининской дороге найден труп молодого на вид полуинтеллигентного человека лет 20 22 У покойного перерезана сонная артерия в шее торчал глубоко всаженный финский нож Около трупа валялись недопитая бутылка водки ветчина и хлеб ,1 ,0
позвоночный,,артерия,2 внутренняя грудная артерия начинается от нижней полуокружности подключичной артерии напротив позвоночной артерии направляется в грудную полость где прилежит сзади к хрящам ребер и у нижнего края ребра распадается на ,1 ,0
глубокий,,артерия,2 глубокая артерия огибающая подвздошную кость которая направляется вдоль гребня подвздошной кости кзади отдавая ветви к мышцам живота и таза ,1 ,0
грудоакромиальный,,артерия,2 грудоакромиальная артерия доставляет кровь к грудным мышцам мышцам плеча ключице плечевому суставу коже груди и плеча ,1 ,0
межрёберный,,артерия,2 задние межреберные артерии в количестве 10 пар проходят в третьем двенадцатом межреберных промежутках подразделяясь у головок ребер на латеральные и медиальные кожные к межреберным мышцам и прямым мышцам живота коже груди молочной железе и спинные к коже и мышцам спины спинному мозгу ветви ,1 ,0
ушной,,артерия,2 задняя ушная артерия отходит от наружной сонной над верхним краем заднего брюшка двубрюшной мышцы и своими ветвями кровоснабжает кожу области сосцевидного отростка ушной раковины и затылка слизистую оболочку ячеек сосцевидного отростка и среднего уха ,1 ,0
ушной,,артерия,2 Каждое орудие в постепенном своем развитии проходит определенный ряд известных последовательных изменений каждое орудие творится по своей идее по своему типу и орудие тем совершеннее чем оно прошло большее число изменений последовательного типического ряда Норма образования сердца в животных или последовательность органических изменений в развитии сердца следующая простейшая форма сердца как мы его встречаем в начальные моменты бытия его у совершенного животного или постоянным в низших животных есть полость едва отделенная от ствола прочих кровеносных сосудов у насекомых потом сердце отделенное уже клапанами и стенками от артерий и вен представляет поперечное деление на две полости желудочек и ушко у рыб и некоторых гадов далее ушко вдоль начинает подразделяться на два у некоторых ящери ц наконец является продольная преграда в желудочке и сердце является четырехполостным достигает высшей нормы своей на которой суждено ему остановиться в органическом царстве каким мы его видели у птиц зверей и взрослого человека ,1 ,0
крестцовый,,артерия,2 латеральные крестцовые артерии доставляют кровь к крестцовой кости спинному мозгу нижним отделам мышц спины и живота коже крестцовой области ,1 ,0
маточный,,артерия,2 маточная артерия у женщин кровоснабжает стенки матки влагалище маточную трубу и яичник ,1 ,0
печёночный,,артерия,2 общая печеночная артерия направляется вправо и подразделяется на ,1 ,0
одноимённый,противоположный,артерия,2 передняя мозговая артерия кровоснабжает кору медиальных поверхностей лобной и теменной долей полушария большого мозга мозолистое тело обонятельную луковицу и обонятельный путь соединяется с одноименной артерией противоположной стороны короткой непарной ,1 ,0
поверхностный,,артерия,2 поверхностная артерия огибающая подвздошную кость приносит кровь к коже и мышцам паховой области а также к паховым лимфатическим узлам ,1 ,0
предыдущий,,артерия,2 почечная артерия ответвляется от аорты на уровне поясничных позвонков ниже предыдущей артерии и идет к паренхиме почки отдавая к надпочечнику ,1 ,0
парный,,артерия,2 поясничные артерии четыре парные артерии кровоснабжают кожу мышцы живота и спины частично спинной мозг ,1 ,0
сигмовидный,,артерия,2 сигмовидные артерии 2 3 идут к сигмовидной кишке ,1 ,0
тощекишечный,,артерия,2 тощекишечные артерии и ,2 ,1
язычный,,артерия,2 язычная артерия кровоснабжает язык мышцы дна полости рта подъязычную слюнную железу небные миндалины слизистую оболочку дна полости рта и десен ,1 ,0
брыжеечный,,артерия,31.07 10 г произведено паталого-анатомическое вскрытие совпадение диагнозов Сам присутствовал ничего больше не нашли большой тромб в верхней брыжеечной артерии и все Ретроспективно читая литературу обратил внимание что изначально клиника была похожа на тромбоз мезентериальных сосудов ,1 ,0
брыжеечный,,артерия,31 Опишите чревный ствол и его ветви 32 Назовите ветви верхней брыжеечной артерии 33 Назовите ветви нижней брыжеечной артерии ,1 ,0
брыжеечный,,артерия,32 Назовите ветви верхней брыжеечной артерии 33 Назовите ветви нижней брыжеечной артерии 34 Перечислите артерии стенок и органов таза ,1 ,0
подвздошный,,артерия,33 Назовите ветви нижней брыжеечной артерии 34 Перечислите артерии стенок и органов таза 35 Назовите ветви внутренней подвздошной артерии ,1 ,0
подвздошный,,артерия,34 Перечислите артерии стенок и органов таза 35 Назовите ветви внутренней подвздошной артерии 36 Назовите ветви наружной подвздошной артерии ,1 ,0
подвздошный,,артерия,35 Назовите ветви внутренней подвздошной артерии 36 Назовите ветви наружной подвздошной артерии 37 Назовите артерии бедра и голени ,1 ,0
подвздошный,,артерия,36 Назовите ветви наружной подвздошной артерии 37 Назовите артерии бедра и голени 38 Каковы особенности кровоснабжения стопы ,1 ,0
годичный,,артерия,3 верхняя годичная артерия выходит из таза через надгрушевидное отверстие и васкуляризирует ягодичные мышцы часть мышц бедра таза и промежности тазобедренный сустав кожу ягодичной области ,1 ,0
брыжеечный,конечный,артерия,3 верхняя прямокишечная артерия конечная ветвь нижней брыжеечной артерии спускается в малый таз где кровоснабжает стенки верхнего и среднего отделов прямой кишки ,1 ,0
грудной,,артерия,3 латеральная грудная артерия васкуляризирует лимфатические узлы и клетчатку подмышечной полости мышцы груди молочную железу ,1 ,0
сонный,,артерия,3 лицевая артерия берет начало от наружной сонной артерии на уровне угла нижней челюсти перегибается через ее край на лицо и идет вверх поднимаясь к медиальному углу глаза как ,1 ,0
половый,,артерия,3 наружные половые артерии направляются к мошонке у мужчин и к большим половым губам у женщин коже лобковой области ,1 ,0
подвздошно-ободочный,,артерия,3 подвздошно-ободочная артерия идет вниз и вправо и кровоснабжает слепую кишку с червеобразным отростком концевой отдел подвздошной кишки и восходящую ободочную кишку ,1 ,0
селезёночный,,артерия,3 селезеночная артерия идет по краю тела поджелудочной железы к воротам селезенки и васкуляризирует паренхиму селезенки стенки желудка и большого сальника посредством своих ветвей ,1 ,0
мозговой,,артерия,3 средняя мозговая артерия ,1 ,0
прямокишечный,,артерия,3 средняя прямокишечная артерия васкуляризирует стенки прямой кишки предстательную железу и семенные пузырьки анастомозирует с ветвями верхней и нижней прямокишечных артерий ,1 ,0
почечный,,артерия,3 яичковая артерия отходит от аорты ниже почечной артерии затем выходит через паховый канал в составе семенного канатика в мошонку где кровоснабжает яичко и его придаток у женщин это тонкая длинная ,1 ,0
лёгочный,,артерия,450 лет назад 27 октября 1553 года в Женеве городе религиозной антикатолической диктатуры Жана Кальвина по обвинению в ереси и после отказа отречься от своих убеждений был сожжен на костре Мигель Сервет р 1509 или 1511 испанский мыслитель теолог-протестант прогрессивный ученый-естественник заложивший основы научных представлений о капиллярных сосудах путях кровообращения в человеческом организме роли легочной артерии и т д 5 лет ,1 ,0
половый,,артерия,4 внутренняя половая артерия выходит из малого таза через подгрушевидное отверстие а затем через малое седалищное отверстие следует в седалищно-прямокишечную ямку ,1 ,0
позвоночный,,артерия,4 задняя соединительная артерия анастомозирует с задней мозговой артерией ветвь базилярной артерии из системы позвоночной артерии ,1 ,0
подошвенный,,артерия,4 медиальная подошвенная артерия см рис 7.20 Б проходит по медиальному краю подошвенной поверхности стопы к коже и мышцам стопы ,1 ,0
ягодичный,,артерия,4 нижняя ягодичная артерия направляется через подгрушевидное отверстие к большой ягодичной мышце и кровоснабжает кожу и мышцы ягодичной области седалищный нерв тазобедренный сустав частично мышцы таза и бедра ,1 ,0
подмышечный,самый,артерия,4 подлопаточная артерия самая крупная из ветвей подмышечной артерии кровоснабжает кожу и мышцы плечевого пояса плеча спины плечевой сустав ,1 ,0
ободочный,,артерия,4 правая ободочная артерия начинается несколько выше предыдущей и направляется вправо к восходящей ободочной кишке ,1 ,0
запирательный,,артерия,5 запирательная артерия идет по боковой стенке малого таза к запирательному каналу через который выходит на бедро где отдает ветви к мышцам таза бедра тазобедренному суставу седалищной кости коже промежности и наружных половых органов ,1 ,0
больший,который,артерия,5 Из Эрзерума через Баязид в Хой и Тавриз Второй и пятый из этих путей представляются большими артериями по которым движется почти вся торговля между двумя соседними государствами четвертый мог бы быть в стратегическом отношении самым удобным для вторжения Турок в Персию тогда как эта последняя в подобных же целях должна была бы прибегнуть ко второму пути т е к Багдадской дороге Первый и третий второстепенные как в коммерческом так и в торговом отношении ,2 ,1
подошвенный,,артерия,5 латеральная подошвенная артерия образует с медиальной подошвенной артерией ,1 ,0
подошвенный,,артерия,5 Назовите звенья микроциркуляторного русла объясните особенности их строения 6 Объясните строение стенки кровеносных сосудов отличия в морфологии артерий вен 7 Перечислите закономерности хода и ветвления сосудов ,1 ,0
бедренный,,артерия,5 нисходящая коленная артерия отходит от бедренной артерии в приводящем канале затем спускается вниз и принимает участие в кровоснабжении коленного сустава ,1 ,0
передний,,артерия,5 передняя артерия огибающая плечевую кость которая впереди хирургической шейки плеча уходит к плечевому суставу и дельтовидной мышце ,1 ,0
подключичный,латеральный,артерия,5 поперечная артерия шеи отходит от подключичной артерии у латерального края передней лестничной мышцы и кровоснабжает мышцы шеи и верхнего отдела спины ,1 ,0
ободочный,,артерия,5 средняя ободочная артерия васкуляризирует стенки верхнего отдела восходящей ободочной кишки и поперечную ободочную кишку ,1 ,0
предыдущий,,артерия,6 задняя артерия огибающая плечевую кость проходит через четырехстороннее отверстие к дельтовидной мышце анастомозируя с ветвями предыдущей артерии и кровоснабжает плечевой сустав и мышцы плечевого пояса и плеча ,1 ,0
предыдущий,,артерия,6 Развивающиеся циклоны Резкий слом погоды контрасты тепла и холода перепады атмосферного давления и отсюда перепады кровяного давления в артериях человека и животных Неустойчивость погодных условий причина стрессов бытового и производственного травматизма аварийности транспорта и инженерных коммуникаций ,1 ,0
главный,,артерия,7 ое октября Сегодня с наступлением темноты до часа ночи первый раз в поелеблокадном Ленинграде зажглись фонари на главных артериях в том числе и на Загородном Надев ватник и фетровую шляпу несмотря на дождь вышел я на улицу полюбоваться на это зрелище ,2 ,1
главный,,артерия,9 Бушующие циклоны Резкий слом погоды перепады температуры воздуха и атмосферного давления вызывают перепады кровяного давления в артериях человека и животных Погодные условия способствуют психозам стрессам возможны носовые кровотечения травматизм аварийность на транспорте и в инженерных коммуникациях ,1 ,0
плюсневой,,артерия,кровоснабжающие тыльные поверхности пальцев стопы Сама тыльная артерия стопы заканчивается двумя ветвями 1 первой тыльной плюсневой артерией ,1 ,0
пястный,глубокий,артерия,каждая из которых принимает ладонную пястную артерию от глубокой ладонной дуги и затем делится на две ,1 ,0
подвздошно-кишечный,,артерия,и подвздошно-кишечные артерии числом 15 20 образуют в брыжейке посредством многочисленных анастомозов кишечные артериальные дуги или аркады от которых отходят прямые артерии питающие стенку тощей и подвздошной кишки ,1 ,0
возвратный,,артерия,кровоснабжающие межкостные мышцы и впадающие в общие ладонные пальцевые артерии ветви поверхностной ладонной дуги От лучевой артерии на предплечье отходят лучевая возвратная артерия ,1 ,0
пальцевый,,артерия,Каждая подошвенная плюсневая артерия переходит в общую подошвенную пальцевую артерию ,1 ,0
сонный,,артерия,здесь она анастомозирует с дорсальной артерией носа ветвью глазной артерии из системы внутренней сонной артерии Артерия васкуляризирует глотку миндалины мягкое небо поднижнечелюстную железу мышцы дна полости рта мимические мышцы Задняя группа ,1 ,0
подколенный,,артерия,которые направляются на заднюю поверхность бедра где кровоснабжают мышцы-сгибатели бедра тазобедренный сустав и бедренную кость Непосредственным продолжением бедренной артерии является подколенная артерия ,1 ,0
подколенный,,артерия,питают нижнюю поверхность диафрагмы а также надпочечники посредством верхних надпочечниковых артерий 2 ,1 ,0
плюсневой,,артерия,отдающая четыре тыльные плюсневые артерии рис 7.20 А ,1 ,0
одноимённый,противоположный,артерия,заднюю нижнюю мозжечковую артерию а затем образует с одноименной артерией противоположной стороны одну ,1 ,0
одноимённый,,артерия,отходящих от брюшной части аорты Через эти артерии часть крови плода постоянно поступает в плаценту где освобождается от продуктов обмена и углекислоты и затем становясь снова артериальной возвращается по пупочной вене При рождении плода связь его с телом матери после перевязки и перерезки пупочного канатика полностью нарушается ,1 ,0
глоточный,,артерия,отходит от наружной сонной над верхним краем заднего брюшка двубрюшной мышцы и своими ветвями кровоснабжает кожу области сосцевидного отростка ушной раковины и затылка слизистую оболочку ячеек сосцевидного отростка и среднего уха Медиальной ветвью наружной сонной артерии является восходящая глоточная артерия ,1 ,0
подмышечный,подмышечный,артерия,является непосредственным продолжением подключичной артерии рис 7.10 Она идет от нижней поверхности ключицы до нижнего края большой грудной мышцы где продолжается в плечевую артерию Подмышечная артерия лежит в глубине подмышечной полости рядом с одноименной веной и нервами плечевого сплетения ,1 ,0
мозговой,участвую-щий,артерия,от которой отходят задние мозговые артерии участвую-щие в образовании артериального круга большого мозга ,1 ,0
подключичный,,артерия,и левая подключичная артерия обеспечивающие кровоснабжение шеи головы верхней части туловища и верхней конечности ,1 ,0
сонный,,артерия,на шее ветвей не дает Начальный отдел артерии располагается латерально и сзади а затем медиально от наружной сонной артерии Между глоткой и внутренней яремной веной артерия поднимается вверх к основанию черепа проходит через сонный канал пирамиды височной кости в полость черепа где от нее отходят следующие ветви ,1 ,0
соединительный,противоположный,артерия,кровоснабжает кору медиальных поверхностей лобной и теменной долей полушария большого мозга мозолистое тело обонятельную луковицу и обонятельный путь соединяется с одноименной артерией противоположной стороны короткой непарной передней соединительной артерией ,1 ,0
межрёберный,,артерия,кровоснабжающую глубокие мышцы головы и шеи а также спинной мозг и наивысшую межреберную артерию питающую мышцы первого-второго межреберного промежутка ,1 ,0
плечевой,,артерия,проходит через четырехстороннее отверстие к дельтовидной мышце анастомозируя с ветвями предыдущей артерии и кровоснабжает плечевой сустав и мышцы плечевого пояса и плеча Плечевая артерия является продолжением подмышечной см рис 7.10 располагается в медиальной борозде плеча ,1 ,0
бедренный,,артерия,которая направляется вдоль гребня подвздошной кости кзади отдавая ветви к мышцам живота и таза Пройдя под паховой связкой наружная подвздошная артерия получает название бедренной артерии ,1 ,0
брыжеечный,нижний,артерия,васкуляризирует стенки верхнего отдела восходящей ободочной кишки и поперечную ободочную кишку Правая ветвь средней ободочной артерии анастомозирует с правой ободочной артерией а левая образует вдоль ободочной кишки анастомоз с ветвями левой ободочной артерии из нижней брыжеечной артерии Нижняя брыжеечная артерия ,1 ,0
позвоночный,мозговой,артерия,анастомозирует с задней мозговой артерией ветвь базилярной артерии из системы позвоночной артерии Мозговые артерии вместе с позвоночными артериями участвуют в образовании на основании головного мозга важного кругового анастомоза артериального круга большого мозга ,1 ,0
глубокий,,артерия,отходит от бедренной артерии в приводящем канале затем спускается вниз и принимает участие в кровоснабжении коленного сустава Самой крупной ветвью бедренной артерии является глубокая артерия бедра ,1 ,0
пальцевый,кровоснабжающий,артерия,а последняя делится на две собственные подошвенные пальцевые артерии аa кровоснабжающие пальцы стопы ,1 ,0
сонный,,артерия,берет начало от наружной сонной артерии на уровне угла нижней челюсти перегибается через ее край на лицо и идет вверх поднимаясь к медиальному углу глаза как угловая артерия здесь она анастомозирует с дорсальной артерией носа ветвью глазной артерии из системы внутренней сонной артерии ,1 ,0
бедренный,,артерия,и располагается на бедре между сгибателями и приводящими мышцами бедра затем входит в приводящий канал и покидает его на задней поверхности бедра в подколенной ямке рис 7.18 По своему ходу бедренная артерия отдает ряд ветвей 1 ,1 ,0
брыжеечный,,артерия,отчасти поджелудочную железу Верхняя брыжеечная артерия рис 7.15 отходит от брюшной аорты на уровне грудного и поясничного позвонков между телом поджелудочной железы и нижней частью двенадцатиперстной кишки входит в корень брыжейки тонкой кишки и между ее листками достигает правой подвздошной ямки ,1 ,0
печёночный,,артерия,направляется вправо и подразделяется на собственную печеночную артерию идущую к воротам печени и кровоснабжающую печень желчный пузырь стенки желудка посредством своей ветви ,1 ,0
подвздошный,,артерия,рис 7.17 спускается по медиальному краю большой поясничной мышцы вниз в полость малого таза где делится на переднюю и заднюю ветви кровоснабжающие органы и стенки малого таза Основные ветви внутренней подвздошной артерии 1 ,1 ,0
нёбный,,артерия,идущая к мышцам окружности глаза и щеки нисходящая небная артерия идущая к слизистой оболочке твердого и мягкого неба а также полости носа ,1 ,0
межкостный,,артерия,подразделяющуюся на переднюю межкостную артерию идущую к мышцам передней поверхности и ,1 ,0
желудочный,,артерия,идет по краю тела поджелудочной железы к воротам селезенки и васкуляризирует паренхиму селезенки стенки желудка и большого сальника посредством своих ветвей коротких желудочных артерий и ,1 ,0
лёгочный,базальный,артерия,подразделяется на верхнюю сегментарную артерию и базальную часть отдающую переднюю латеральную медиальную и заднюю базальные сегментарные артерии к сегментам нижней доли легкого Сегментарные артерии сопровождая разветвления бронхиального дерева легких подразделяются на более мелкие ветви вплоть до мельчайших артерий артериол и капилляров оплетающих альвеолы В ткани легкого под плеврой и в области дыхательных бронхиол образуются артериальные анастомозы между мелкими ветвями легочной артерии из малого круга кровообращения и бронхиальными ветвями грудной части аорты ветви большого круга кровообращения ,1 ,0
